playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,weight,Last Season,epochGP,epochGoals,epochAssists,epochPoints
8481711,Matias Maccelli,TOR,L,71,14,25,39,Turku,FIN,2000-10-14,,98.0,4.0,2019.0,20212022,71,N,Maccelli,FIN,L,187,2025-2026,295,51,118,169
8480817,K'Andre Miller,CAR,D,72,8,29,37,St. Paul,USA,2000-01-21,MN,22.0,1.0,2018.0,20202021,77,N,Miller,USA,L,210,2025-2026,440,44,125,169
8468498,Brooks Orpik,WSH,D,53,2,7,9,San Francisco,USA,1980-09-26,CA,18.0,1.0,2000.0,20022003,75,N,Orpik,USA,L,217,2018-2019,816,15,154,169
8473537,Viktor Stalberg,"CAR,OTT",L,75,11,5,16,Gothenburg,SWE,1986-01-17,,161.0,6.0,2006.0,20092010,75,N,Stalberg,SWE,L,209,2016-2017,488,82,86,168
8475727,Ryan Spooner,"NYR,EDM,VAN",C,52,3,6,9,Ottawa,CAN,1992-01-30,ON,45.0,2.0,2010.0,20122013,71,N,Spooner,CAN,L,191,2018-2019,325,48,119,167
8478466,Daniel Sprong,"VAN,SEA,NJD",R,30,2,5,7,Amsterdam,NLD,1997-03-17,,46.0,2.0,2015.0,20152016,72,N,Sprong,CAN,R,195,2024-2025,374,87,79,166
8470137,Joni Pitkanen,CAR,D,22,1,8,9,Oulu,FIN,1983-09-19,,4.0,1.0,2002.0,20032004,75,N,Pitkanen,FIN,L,220,2012-2013,329,32,134,166
8479370,Tyson Jost,NSH,C,69,8,8,16,St. Albert,CAN,1998-03-14,AB,10.0,1.0,2016.0,20162017,71,N,Jost,CAN,L,187,2025-2026,564,69,96,165
8478413,Jordan Greenway,BUF,L,40,1,5,6,Canton,USA,1997-02-16,NY,50.0,2.0,2015.0,20172018,78,N,Greenway,USA,L,231,2025-2026,475,56,109,165
8470775,Nate Thompson,PHI,C,33,1,2,3,Anchorage,USA,1984-10-05,AK,183.0,6.0,2003.0,20062007,73,N,Thompson,USA,L,205,2021-2022,840,65,99,164
8471236,Andrej Meszaros,BUF,D,60,7,7,14,Považská Bystrica,SVK,1985-10-13,,23.0,1.0,2004.0,20052006,74,N,Meszaros,SVK,L,223,2014-2015,481,46,118,164
8477903,Garnet Hathaway,PHI,R,66,1,2,3,Naples,USA,1991-11-23,FL,,,,20152016,74,N,Hathaway,USA,R,212,2025-2026,672,76,87,163
8479353,Brett Howden,VGK,C,58,12,10,22,Oakbank,CAN,1998-03-29,MB,27.0,1.0,2016.0,20182019,74,N,Howden,CAN,L,201,2025-2026,489,74,89,163
8482667,William Eklund,SJS,L,78,15,38,53,Stockholm,SWE,2002-10-12,,7.0,1.0,2021.0,20212022,70,N,Eklund,SWE,L,185,2025-2026,252,50,113,163
8467334,Manny Malhotra,MTL,C,58,1,3,4,Mississauga,CAN,1980-05-18,ON,7.0,1.0,1998.0,19981999,74,N,Malhotra,CAN,L,207,2014-2015,505,62,100,162
8480185,Eetu Luostarinen,FLA,C,73,11,22,33,Siilinjarvi,FIN,1998-09-02,,42.0,2.0,2017.0,20192020,75,N,Luostarinen,FIN,L,191,2025-2026,447,61,101,162
8470309,Ryan Whitney,FLA,D,7,0,0,0,Boston,USA,1983-02-19,MA,5.0,1.0,2002.0,20052006,76,N,Whitney,USA,L,209,2013-2014,332,30,132,162
8468695,Matthew Lombardi,"PHX,ANA",C,28,4,4,8,Montréal,CAN,1982-03-18,QC,90.0,3.0,2002.0,20032004,71,N,Lombardi,CAN,L,195,2012-2013,321,59,102,161
8476467,Jamie Oleksiak,SEA,D,78,5,10,15,Toronto,CAN,1992-12-21,ON,14.0,1.0,2011.0,20122013,79,N,Oleksiak,CAN,L,252,2025-2026,758,45,116,161
8473584,Andrew MacDonald,PHI,D,47,0,9,9,Judique,CAN,1986-09-07,NS,160.0,6.0,2006.0,20082009,73,N,MacDonald,CAN,L,204,2018-2019,586,28,133,161
8477845,Trevor van Riemsdyk,WSH,D,68,3,11,14,Middletown,USA,1991-07-24,NJ,,,,20142015,75,N,van Riemsdyk,USA,R,210,2025-2026,751,28,133,161
8479977,Kailer Yamamoto,UTA,R,59,13,10,23,Spokane,USA,1998-09-29,WA,22.0,1.0,2017.0,20172018,69,N,Yamamoto,USA,R,178,2025-2026,374,73,87,160
8469664,David Moss,ARI,R,60,4,8,12,Livonia,USA,1981-12-28,MI,220.0,7.0,2001.0,20062007,76,N,Moss,USA,R,210,2014-2015,460,68,92,160
8482720,Matthew Knies,TOR,L,79,23,43,66,Phoenix,USA,2002-10-17,AZ,57.0,2.0,2021.0,20222023,75,N,Knies,USA,L,232,2025-2026,240,67,93,160
8468172,Ruslan Fedotenko,PHI,L,47,4,9,13,Kiev,UKR,1979-01-18,,,,,20002001,73,N,Fedotenko,UKR,L,200,2012-2013,398,66,94,160
8473526,Peter Mueller,FLA,C,43,8,9,17,Bloomington,USA,1988-04-14,MN,8.0,1.0,2006.0,20072008,74,N,Mueller,USA,R,204,2012-2013,297,63,97,160
8478472,Mathieu Joseph,"STL,LAK",R,51,2,9,11,Laval,CAN,1997-02-09,QC,120.0,4.0,2015.0,20182019,73,N,Joseph,CAN,L,189,2025-2026,471,61,99,160
8474520,Jason Garrison,EDM,D,17,1,0,1,White Rock,CAN,1984-11-13,BC,,,,20082009,73,N,Garrison,CAN,L,218,2018-2019,555,49,111,160
8478438,Thomas Novak,PIT,C,82,16,26,42,St. Paul,USA,1997-04-28,MN,85.0,3.0,2015.0,20212022,73,N,Novak,USA,L,190,2025-2026,285,65,94,159
8470230,Daniel Paille,NYR,L,12,0,0,0,Welland,CAN,1984-04-15,ON,20.0,1.0,2002.0,20052006,73,N,Paille,CAN,L,200,2015-2016,539,81,77,158
8476934,Brock McGinn,ANA,L,26,4,4,8,Fergus,CAN,1994-02-02,ON,47.0,2.0,2012.0,20152016,72,N,McGinn,CAN,L,191,2024-2025,534,80,78,158
8473492,Matt Beleskey,NYR,L,4,1,0,1,Windsor,CAN,1988-06-07,ON,112.0,4.0,2006.0,20082009,72,N,Beleskey,CAN,L,207,2018-2019,477,76,82,158
8482149,Cole Perfetti,WPG,C,68,12,20,32,Whitby,CAN,2002-01-01,ON,10.0,1.0,2020.0,20212022,71,N,Perfetti,CAN,L,185,2025-2026,290,59,98,157
8470724,Kyle Quincey,MIN,D,18,0,3,3,Kitchener,CAN,1985-08-12,ON,132.0,4.0,2003.0,20052006,74,N,Quincey,CAN,L,210,2017-2018,579,35,122,157
8478507,John Marino,UTA,D,80,4,32,36,North Easton,USA,1997-05-21,MA,154.0,6.0,2015.0,20192020,73,N,Marino,USA,R,200,2025-2026,443,23,134,157
8462225,Filip Kuba,FLA,D,44,1,9,10,Ostrava,CZE,1976-12-29,,192.0,8.0,1995.0,19981999,76,N,Kuba,CZE,L,225,2012-2013,380,21,136,157
8460465,Petr Sykora,NJD,R,82,21,23,44,Plzen,CZE,1976-11-19,,18.0,1.0,1995.0,19951996,72,N,Sykora,CZE,L,190,2011-2012,253,76,80,156
8474098,Colton Sceviour,EDM,C,35,2,3,5,Red Deer,CAN,1989-04-20,AB,112.0,4.0,2007.0,20102011,72,N,Sceviour,CAN,R,190,2021-2022,535,66,90,156
8465210,Pavel Kubina,"TBL,PHI",D,69,3,12,15,Celadna,CZE,1977-04-15,,179.0,7.0,1996.0,19971998,76,N,Kubina,CZE,R,258,2011-2012,378,38,118,156
8476472,Oscar Klefbom,EDM,D,62,5,29,34,Karlstad,SWE,1993-07-20,,19.0,1.0,2011.0,20132014,75,N,Klefbom,SWE,L,216,2019-2020,378,34,122,156
8480849,Barrett Hayton,UTA,C,67,10,15,25,Peterborough,CAN,2000-06-09,ON,5.0,1.0,2018.0,20192020,73,N,Hayton,CAN,L,200,2025-2026,358,65,90,155
8481580,Connor McMichael,WSH,L,78,14,32,46,Ajax,CAN,2001-01-15,ON,25.0,1.0,2019.0,20202021,72,N,McMichael,CAN,L,180,2025-2026,315,67,87,154
8479992,Michael Rasmussen,DET,C,64,6,8,14,Surrey,CAN,1999-04-17,BC,9.0,1.0,2017.0,20182019,78,N,Rasmussen,CAN,L,222,2025-2026,454,66,88,154
8460492,Ed Jovanovski,FLA,D,37,1,4,5,Windsor,CAN,1976-06-26,ON,1.0,1.0,1994.0,19951996,75,N,Jovanovski,CAN,L,220,2013-2014,387,40,114,154
8481596,Shane Pinto,OTT,C,72,23,23,46,Franklin Square,USA,2000-11-12,NY,32.0,2.0,2019.0,20202021,75,N,Pinto,USA,R,206,2025-2026,282,74,79,153
8469473,Marcel Goc,"PIT,STL",C,74,3,6,9,Calw,DEU,1983-08-24,,20.0,1.0,2001.0,20052006,73,N,Goc,DEU,L,197,2014-2015,477,62,91,153
8466035,Sergei Samsonov,"CAR,FLA",L,78,13,27,40,Moscow,RUS,1978-10-27,,8.0,1.0,1997.0,19971998,68,N,Samsonov,RUS,R,188,2010-2011,292,57,96,153
8470630,Kevin Klein,NYR,D,60,3,11,14,Kitchener,CAN,1984-12-13,ON,37.0,2.0,2003.0,20052006,73,N,Klein,CAN,R,206,2016-2017,622,37,116,153
8476441,Joel Edmundson,LAK,D,82,2,21,23,Brandon,CAN,1993-06-28,MB,46.0,2.0,2011.0,20152016,77,N,Edmundson,CAN,L,220,2025-2026,685,37,116,153
8479316,Luke Kunin,FLA,C,62,4,6,10,Chesterfield,USA,1997-12-04,MO,15.0,1.0,2016.0,20172018,72,N,Kunin,USA,R,197,2025-2026,496,77,75,152
8483431,Logan Cooley,UTA,C,54,24,19,43,Pittsburgh,USA,2004-05-04,PA,3.0,1.0,2022.0,20232024,72,N,Cooley,USA,L,191,2025-2026,211,69,83,152
8471338,Torrey Mitchell,"MTL,LAK",C,60,6,5,11,Greenfield Park,CAN,1985-01-30,QC,126.0,4.0,2004.0,20072008,71,N,Mitchell,CAN,R,186,2017-2018,666,67,85,152
8478891,Mason Appleton,DET,C,65,6,8,14,Green Bay,USA,1996-01-15,WI,168.0,6.0,2015.0,20182019,74,N,Appleton,USA,R,196,2025-2026,465,63,89,152
8478133,Jake Evans,MTL,C,68,12,12,24,Toronto,CAN,1996-06-02,ON,207.0,7.0,2014.0,20192020,72,N,Evans,CAN,R,190,2025-2026,418,52,100,152
8459461,Brendan Morrison,"CGY,CHI",C,39,4,7,11,Pitt Meadows,CAN,1975-08-15,BC,39.0,2.0,1993.0,19971998,71,N,Morrison,CAN,L,176,2011-2012,299,50,102,152
8481524,Bowen Byram,BUF,D,82,11,31,42,Cranbrook,CAN,2001-06-13,BC,4.0,1.0,2019.0,20202021,73,N,Byram,CAN,L,205,2025-2026,328,44,108,152
8481618,Alex Newhook,MTL,C,42,13,12,25,St. John's,CAN,2001-01-28,NL,16.0,1.0,2019.0,20202021,71,N,Newhook,CAN,L,200,2025-2026,338,70,81,151
8471804,Nathan Gerbe,CBJ,C,9,1,2,3,Oxford,USA,1987-07-24,MI,142.0,5.0,2005.0,20082009,64,N,Gerbe,USA,L,176,2020-2021,435,63,88,151
8460562,Chris Drury,NYR,C,24,1,4,5,Trumbull,USA,1976-08-20,CT,72.0,3.0,1994.0,19981999,70,N,Drury,USA,R,191,2010-2011,264,62,89,151
8480798,Philipp Kurashev,SJS,C,43,7,13,20,Munsingen,CHE,1999-10-12,,120.0,4.0,2018.0,20202021,72,N,Kurashev,CHE,L,190,2025-2026,360,55,95,150
8481604,Pavel Dorofeyev,VGK,R,82,37,27,64,Nizhny Tagil,RUS,2000-10-26,,79.0,3.0,2019.0,20212022,73,N,Dorofeyev,RUS,L,194,2025-2026,231,92,57,149
8469812,Chad LaRose,CAR,R,35,2,2,4,Fraser,USA,1982-03-27,MI,,,,20052006,70,N,LaRose,USA,R,181,2012-2013,379,78,71,149
8480188,Fabian Zetterlund,OTT,L,82,17,16,33,Karlstad,SWE,1999-08-25,,63.0,3.0,2017.0,20212022,71,N,Zetterlund,SWE,R,208,2025-2026,329,69,80,149
8480220,Noah Cates,PHI,L,82,18,29,47,Stillwater,USA,1999-02-05,MN,137.0,5.0,2017.0,20212022,74,N,Cates,USA,L,194,2025-2026,317,58,91,149
8480144,David Kampf,"VAN,WSH",C,40,2,4,6,Chomutov,CZE,1995-01-12,,,,,20172018,74,N,Kampf,CZE,L,198,2025-2026,576,50,99,149
8478911,Matt Roy,WSH,D,79,2,17,19,Detroit,USA,1995-03-01,MI,194.0,7.0,2015.0,20182019,74,N,Roy,USA,R,220,2025-2026,517,29,120,149
8475177,Calvin de Haan,"COL,NYR",D,47,0,8,8,Carp,CAN,1991-05-09,ON,12.0,1.0,2009.0,20112012,73,N,de Haan,CAN,L,192,2024-2025,679,24,125,149
8469581,Kyle Wellwood,WPG,C,39,6,9,15,Windsor,CAN,1983-05-16,ON,134.0,5.0,2001.0,20032004,70,N,Wellwood,CAN,R,181,2012-2013,359,69,79,148
8482097,Jack Quinn,BUF,R,82,20,31,51,Ottawa,CAN,2001-09-19,ON,8.0,1.0,2020.0,20212022,73,N,Quinn,CAN,R,185,2025-2026,260,59,89,148
8449645,Mike Modano,DET,C,40,4,11,15,Livonia,USA,1970-06-07,MI,1.0,1.0,1988.0,19891990,75,Y,Modano,USA,L,212,2010-2011,261,54,94,148
8470273,Ian White,DET,D,25,2,2,4,Steinbach,CAN,1984-06-04,MB,191.0,6.0,2002.0,20052006,70,N,White,CAN,R,191,2012-2013,415,41,106,147
8467493,Chris Neil,OTT,R,53,1,3,4,Flesherton,CAN,1979-06-18,ON,161.0,6.0,1998.0,20012002,73,N,Neil,CAN,R,209,2016-2017,643,60,86,146
8474090,Brendan Smith,CBJ,D,15,0,2,2,Mimico,CAN,1989-02-08,ON,27.0,1.0,2007.0,20112012,74,N,Smith,CAN,L,200,2025-2026,741,39,107,146
8477215,Danny DeKeyser,DET,D,59,0,11,11,Detroit,USA,1990-03-07,MI,,,,20122013,75,N,DeKeyser,USA,L,183,2021-2022,547,33,113,146
8483457,Lane Hutson,MTL,D,82,12,66,78,Holland,USA,2004-02-14,MI,62.0,2.0,2022.0,20232024,69,N,Hutson,USA,L,162,2025-2026,166,18,128,146
8476873,Mark Jankowski,CAR,L,68,11,10,21,Hamilton,CAN,1994-09-13,ON,21.0,1.0,2012.0,20162017,76,N,Jankowski,CAN,L,200,2025-2026,482,79,66,145
8467881,Taylor Pyatt,"NYR,PIT",L,56,4,1,5,Thunder Bay,CAN,1981-08-19,ON,8.0,1.0,1999.0,20002001,76,N,Pyatt,CAN,L,230,2013-2014,475,75,70,145
8468485,Raffi Torres,SJS,L,5,3,2,5,Toronto,CAN,1981-10-08,ON,5.0,1.0,2000.0,20012002,72,N,Torres,CAN,L,215,2013-2014,360,75,70,145
8477947,Sonny Milano,WSH,L,31,4,4,8,Massapequa,USA,1996-05-12,NY,16.0,1.0,2014.0,20152016,72,N,Milano,USA,L,205,2025-2026,344,66,79,145
8476356,Tobias Rieder,BUF,L,44,5,2,7,Landshut,DEU,1993-01-10,,114.0,4.0,2011.0,20142015,71,N,Rieder,DEU,L,189,2020-2021,478,64,81,145
8481481,Blake Lizotte,PIT,C,55,7,12,19,Lindstrom,USA,1997-12-13,MN,,,,20182019,69,N,Lizotte,USA,L,176,2025-2026,434,55,90,145
8474628,Michael Stone,CGY,D,48,6,5,11,Winnipeg,CAN,1990-06-07,MB,69.0,3.0,2008.0,20112012,75,N,Stone,CAN,R,210,2022-2023,552,41,104,145
8480873,Rasmus Sandin,WSH,D,73,5,24,29,Uppsala,SWE,2000-03-07,,29.0,1.0,2018.0,20192020,71,N,Sandin,SWE,L,189,2025-2026,382,25,120,145
8478569,Noel Acciari,PIT,C,67,13,12,25,Johnston,USA,1991-12-01,RI,,,,20152016,71,N,Acciari,USA,R,204,2025-2026,585,81,63,144
8475160,Kyle Clifford,TOR,L,2,0,1,1,Ayr,CAN,1991-01-13,ON,35.0,2.0,2009.0,20102011,74,N,Clifford,CAN,L,218,2022-2023,753,66,78,144
8474291,Jay Beagle,ARI,C,33,1,1,2,Calgary,CAN,1985-10-16,AB,,,,20082009,75,N,Beagle,CAN,R,210,2021-2022,646,58,86,144
8476913,Devin Shore,MIN,C,55,1,4,5,Ajax,CAN,1994-07-19,ON,61.0,2.0,2012.0,20152016,73,N,Shore,CAN,L,206,2024-2025,498,52,92,144
8465202,Sami Salo,TBL,D,71,4,13,17,Turku,FIN,1974-09-02,,239.0,9.0,1996.0,19981999,75,N,Salo,FIN,R,215,2013-2014,404,40,104,144
8480434,Sean Durzi,UTA,D,60,5,22,27,Mississauga,CAN,1998-10-21,ON,52.0,2.0,2018.0,20212022,73,N,Durzi,CAN,R,196,2025-2026,302,30,114,144
8474739,Tommy Wingels,"CHI,BOS",C,75,9,8,17,Evanston,USA,1988-04-12,IL,177.0,6.0,2008.0,20102011,72,N,Wingels,USA,R,200,2017-2018,448,62,81,143
8456887,Vyacheslav Kozlov,ATL,L,55,8,18,26,Voskresensk,RUS,1972-05-03,,45.0,3.0,1990.0,19911992,70,N,Kozlov,RUS,L,190,2009-2010,219,51,92,143
8480336,Sean Walker,CAR,D,81,9,22,31,Keswick,CAN,1994-11-13,ON,,,,20182019,71,N,Walker,CAN,R,191,2025-2026,476,40,103,143
8478178,Darren Raddysh,TBL,D,73,22,48,70,Toronto,CAN,1996-02-28,ON,,,,20212022,73,N,Raddysh,CAN,R,202,2025-2026,249,35,108,143
8474570,Cody Hodgson,NSH,C,39,3,5,8,Toronto,CAN,1990-02-18,ON,10.0,1.0,2008.0,20102011,72,N,Hodgson,CAN,R,191,2015-2016,328,64,78,142
8470649,Patrick O'Sullivan,PHX,C,23,2,2,4,Toronto,CAN,1985-02-01,ON,56.0,2.0,2003.0,20062007,71,N,O'Sullivan,CAN,L,189,2011-2012,290,53,89,142
8467917,Jordan Leopold,"STL,CBJ,MIN",D,43,1,3,4,Golden Valley,USA,1980-08-03,MN,44.0,2.0,1999.0,20022003,73,N,Leopold,USA,L,206,2014-2015,466,50,92,142
8482146,Luke Evangelista,NSH,R,81,12,44,56,Toronto,CAN,2002-02-21,ON,42.0,2.0,2020.0,20222023,72,N,Evangelista,CAN,R,183,2025-2026,253,45,97,142
8480762,Eric Robinson,CAR,L,67,12,6,18,Bellmawr,USA,1995-06-14,NJ,,,,20172018,74,N,Robinson,USA,L,220,2025-2026,455,66,75,141
8470597,Nikolay Zherdev,PHI,R,56,16,6,22,Kiev,UKR,1984-11-05,,4.0,1.0,2003.0,20032004,74,N,Zherdev,RUS,R,203,2010-2011,220,65,76,141
8484153,Leo Carlsson,ANA,C,70,29,38,67,Karlstad,SWE,2004-12-26,,2.0,1.0,2023.0,20232024,75,N,Carlsson,SWE,L,208,2025-2026,201,61,80,141
8462041,Radek Dvorak,CAR,R,60,4,5,9,Tabor,CZE,1977-03-09,,10.0,1.0,1995.0,19951996,74,N,Dvorak,CZE,R,195,2013-2014,432,56,85,141
8484166,Adam Fantilli,CBJ,C,82,24,35,59,Nobleton,CAN,2004-10-12,ON,3.0,1.0,2023.0,20232024,74,N,Fantilli,CAN,L,205,2025-2026,213,67,73,140
8471817,Ryan Reaves,SJS,R,50,3,0,3,Winnipeg,CAN,1987-01-20,MB,156.0,5.0,2005.0,20102011,74,N,Reaves,CAN,R,225,2025-2026,962,66,74,140
8482705,Cole Sillinger,CBJ,C,81,8,25,33,Columbus,USA,2003-05-16,OH,12.0,1.0,2021.0,20212022,72,N,Sillinger,USA,L,202,2025-2026,367,51,89,140
8475790,Erik Gudbranson,CBJ,D,37,1,2,3,Ottawa,CAN,1992-01-07,ON,3.0,1.0,2010.0,20112012,77,N,Gudbranson,CAN,R,222,2025-2026,842,35,105,140
8476429,Scott Mayfield,NYI,D,80,2,13,15,St. Louis,USA,1992-10-14,MO,34.0,2.0,2011.0,20132014,76,N,Mayfield,USA,R,215,2025-2026,615,30,110,140
8482671,Owen Power,BUF,D,81,8,21,29,Mississauga,CAN,2002-11-22,ON,1.0,1.0,2021.0,20212022,78,N,Power,CAN,L,226,2025-2026,323,27,113,140
8471392,Roman Polak,DAL,D,41,0,4,4,Ostrava,CZE,1986-04-28,,180.0,6.0,2004.0,20062007,74,N,Polak,CZE,R,240,2019-2020,787,26,114,140
8458229,Keith Tkachuk,STL,L,67,13,19,32,Melrose,USA,1972-03-28,MA,19.0,1.0,1990.0,19911992,74,N,Tkachuk,USA,L,235,2009-2010,225,65,74,139
8481581,Thomas Harley,DAL,D,70,6,30,36,Syracuse,USA,2001-08-19,NY,18.0,1.0,2019.0,20212022,75,N,Harley,CAN,L,214,2025-2026,267,38,101,139
8477018,Ben Hutton,VGK,D,55,6,9,15,Brockville,CAN,1993-04-20,ON,147.0,5.0,2012.0,20152016,75,N,Hutton,CAN,L,209,2025-2026,575,30,109,139
8476466,Sven Baertschi,VGK,L,1,0,0,0,Bern,CHE,1992-10-05,,13.0,1.0,2011.0,20112012,71,N,Baertschi,CHE,L,190,2021-2022,292,66,72,138
8471390,Mike Santorelli,ANA,C,70,9,9,18,Vancouver,CAN,1985-12-14,BC,178.0,6.0,2004.0,20082009,72,N,Santorelli,CAN,R,189,2015-2016,406,64,74,138
8477930,Pierre-Edouard Bellemare,SEA,L,40,4,3,7,Le Blanc-Mesnil,FRA,1985-03-06,,,,,20142015,71,N,Bellemare,FRA,L,198,2023-2024,700,64,74,138
8482660,Kent Johnson,CBJ,C,76,7,15,22,Port Moody,CAN,2002-10-18,BC,5.0,1.0,2021.0,20212022,72,N,Johnson,CAN,L,170,2025-2026,274,53,85,138
8466392,Todd White,NYR,C,18,1,1,2,Kanata,CAN,1975-05-21,ON,,,,19971998,70,N,White,CAN,L,198,2010-2011,239,44,94,138
8474125,Carl Gunnarsson,STL,D,12,0,2,2,Orebro,SWE,1986-11-09,,194.0,7.0,2007.0,20092010,74,N,Gunnarsson,SWE,L,198,2020-2021,629,30,108,138
8469467,Chuck Kobasew,PIT,R,33,2,0,2,Vancouver,CAN,1982-04-17,BC,14.0,1.0,2001.0,20022003,72,N,Kobasew,CAN,R,192,2013-2014,381,75,62,137
8456464,Bill Guerin,PIT,R,78,21,24,45,Worcester,USA,1970-11-09,MA,5.0,1.0,1989.0,19911992,74,N,Guerin,USA,R,220,2009-2010,237,65,72,137
8478432,Christian Fischer,"DET,CBJ",R,46,1,6,7,Chicago,USA,1997-04-15,IL,32.0,2.0,2015.0,20162017,74,N,Fischer,USA,R,212,2024-2025,523,62,75,137
8476967,Brett Kulak,"EDM,PIT,COL",D,83,1,11,12,Edmonton,CAN,1994-01-06,AB,105.0,4.0,2012.0,20142015,73,N,Kulak,CAN,L,192,2025-2026,663,29,108,137
8474818,Jordie Benn,TOR,D,12,1,1,2,Victoria,CAN,1987-07-26,BC,,,,20112012,74,N,Benn,CAN,L,201,2022-2023,607,26,111,137
8477478,William Carrier,CAR,L,70,7,11,18,LaSalle,CAN,1994-12-20,QC,57.0,2.0,2013.0,20162017,74,N,Carrier,CAN,L,214,2025-2026,526,69,67,136
8476855,Nail Yakupov,COL,R,58,9,7,16,Nizhnekamsk,RUS,1993-10-06,,1.0,1.0,2012.0,20122013,71,N,Yakupov,RUS,L,195,2017-2018,350,62,74,136
8482079,Marco Rossi,"MIN,VAN",C,50,12,23,35,Feldkirch,AUT,2001-09-23,,9.0,1.0,2020.0,20212022,69,N,Rossi,AUT,L,182,2025-2026,235,57,79,136
8481523,Kirby Dach,MTL,C,37,8,7,15,Fort Saskatchewan,CAN,2001-01-21,AB,3.0,1.0,2019.0,20192020,76,N,Dach,CAN,R,221,2025-2026,306,51,85,136
8478115,Pierre Engvall,NYI,L,62,8,7,15,Ljungby,SWE,1996-05-31,,188.0,7.0,2014.0,20192020,78,N,Engvall,SWE,L,208,2024-2025,380,65,70,135
8469474,Colby Armstrong,MTL,R,37,2,3,5,Lloydminster,CAN,1982-11-23,SK,21.0,1.0,2001.0,20052006,74,N,Armstrong,CAN,R,185,2012-2013,349,61,74,135
8468432,Steve Reinprecht,FLA,C,29,4,6,10,Edmonton,CAN,1976-05-07,AB,,,,19992000,72,N,Reinprecht,CAN,L,188,2010-2011,265,50,85,135
8480748,Kiefer Sherwood,"VAN,SJS",L,72,23,13,36,Columbus,USA,1995-03-31,OH,,,,20182019,72,N,Sherwood,USA,R,194,2025-2026,337,66,68,134
8471254,Bryan Bickell,CAR,L,11,1,0,1,Bowmanville,CAN,1986-03-09,ON,41.0,2.0,2004.0,20062007,76,N,Bickell,CAN,L,223,2016-2017,392,64,70,134
8475907,Micheal Ferland,VAN,L,14,1,4,5,Swan River,CAN,1992-04-20,MB,133.0,5.0,2010.0,20142015,73,N,Ferland,CAN,L,217,2019-2020,335,60,74,134
8467831,Jeff Halpern,PHX,C,69,5,7,12,Washington,USA,1976-05-03,DC,,,,19992000,72,N,Halpern,USA,R,190,2013-2014,462,57,77,134
8469547,Jordin Tootoo,CHI,R,50,2,1,3,Churchill,CAN,1983-02-02,MB,98.0,4.0,2001.0,20032004,69,N,Tootoo,CAN,R,195,2016-2017,554,54,80,134
8481522,Peyton Krebs,BUF,C,82,12,27,39,Calgary,CAN,2001-01-26,AB,17.0,1.0,2019.0,20202021,72,N,Krebs,CAN,L,188,2025-2026,378,42,91,133
8459462,Bryan McCabe,"FLA,NYR",D,67,7,21,28,St. Catharines,CAN,1975-06-08,ON,40.0,2.0,1993.0,19951996,74,N,McCabe,CAN,L,223,2010-2011,272,35,98,133
8458938,Roman Hamrlik,"WSH,NYR",D,16,0,1,1,Zlin,CZE,1974-04-12,,1.0,1.0,1992.0,19921993,74,N,Hamrlik,CZE,L,206,2012-2013,396,24,109,133
8476422,Mike Reilly,CAR,D,42,1,8,9,Glenview,USA,1993-07-13,IL,98.0,4.0,2011.0,20152016,74,N,Reilly,USA,L,191,2025-2026,460,19,114,133
8482089,Jake Neighbours,STL,L,69,15,21,36,Calgary,CAN,2002-03-29,AB,26.0,1.0,2020.0,20212022,72,N,Neighbours,CAN,L,201,2025-2026,280,71,61,132
8474683,Derek Grant,ANA,C,46,5,13,18,Abbotsford,CAN,1990-04-20,BC,119.0,4.0,2008.0,20122013,75,N,Grant,CAN,L,210,2022-2023,427,57,75,132
8482077,Dylan Holloway,STL,L,59,22,29,51,Calgary,CAN,2001-09-23,AB,14.0,1.0,2020.0,20222023,73,N,Holloway,CAN,L,207,2025-2026,225,57,75,132
8475728,Johan Larsson,"ARI,WSH",L,43,7,14,21,Lau,SWE,1992-07-25,,56.0,2.0,2010.0,20122013,71,N,Larsson,SWE,L,206,2021-2022,488,53,79,132
8459053,Adrian Aucoin,CBJ,D,36,0,4,4,Ottawa,CAN,1973-07-03,ON,117.0,5.0,1992.0,19941995,74,N,Aucoin,CAN,R,215,2012-2013,414,33,99,132
8458517,Scott Niedermayer,ANA,D,80,10,38,48,Edmonton,CAN,1973-08-31,AB,3.0,1.0,1991.0,19911992,73,Y,Niedermayer,CAN,L,194,2009-2010,210,32,100,132
8480068,Ryan Poehling,ANA,C,75,11,25,36,Lakeville,USA,1999-01-03,MN,25.0,1.0,2017.0,20182019,74,N,Poehling,USA,L,206,2025-2026,358,54,77,131
8477508,Curtis Lazar,EDM,C,45,4,2,6,Salmon Arm,CAN,1995-02-02,BC,17.0,1.0,2013.0,20142015,72,N,Lazar,CAN,R,203,2025-2026,617,51,80,131
8479442,Troy Stecher,"EDM,TOR",D,64,3,11,14,Richmond,CAN,1994-04-07,BC,,,,20162017,70,N,Stecher,CAN,R,184,2025-2026,624,25,106,131
8469470,Carlo Colaiacovo,BUF,D,36,1,4,5,Toronto,CAN,1983-01-27,ON,17.0,1.0,2001.0,20022003,73,N,Colaiacovo,CAN,L,202,2015-2016,397,24,107,131
