,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
102,8476457,Adam Larsson,SEA,D,https://assets.nhle.com/mugs/nhl/20242025/SEA/8476457.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,6,adamlarsson,32,1992-11-12,Skellefteå,,SWE,SWE,75,209,2011,N.J,1,4,4
103,8476473,Connor Murphy,CHI,D,https://assets.nhle.com/mugs/nhl/20242025/CHI/8476473.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,5,connormurphy,31,1993-03-26,Dublin,OH,USA,USA,76,212,2011,PHX,1,20,20
104,8477499,Rasmus Ristolainen,PHI,D,https://assets.nhle.com/mugs/nhl/20242025/PHI/8477499.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,55,rasmusristolainen,30,1994-10-27,Turku,,FIN,FIN,76,221,2013,BUF,1,8,8
105,8476460,Mark Scheifele,WPG,C,https://assets.nhle.com/mugs/nhl/20242025/WPG/8476460.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,55,markscheifele,31,1993-03-15,Kitchener,ON,CAN,CAN,75,198,2011,WPG,1,7,7
106,8476885,Jacob Trouba,ANA,D,https://assets.nhle.com/mugs/nhl/20242025/ANA/8476885.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,65,jaketrouba,30,1994-02-26,Rochester,MI,USA,USA,75,203,2012,WPG,1,9,9
107,8478445,Mathew Barzal,NYI,C,https://assets.nhle.com/mugs/nhl/20242025/NYI/8478445.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,13,mattbarzal,27,1997-05-26,Coquitlam,BC,CAN,CAN,73,190,2015,NYI,1,16,16
108,8475188,Brayden McNabb,VGK,D,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475188.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,3,braydenmcnabb,33,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,BUF,3,5,66
109,8481598,Philip Broberg,STL,D,https://assets.nhle.com/mugs/nhl/20242025/STL/8481598.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,6,philipbroberg,23,2001-06-25,Orebro,,SWE,SWE,75,199,2019,EDM,1,8,8
110,8477493,Aleksander Barkov,FLA,C,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477493.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,16,aleksanderbarkov,29,1995-09-02,Tampere,,FIN,FIN,75,215,2013,FLA,1,2,2
111,8480002,Nico Hischier,NJD,C,https://assets.nhle.com/mugs/nhl/20242025/NJD/8480002.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,13,nicohischier,26,1999-01-04,Brig,,CHE,CHE,73,175,2017,N.J,1,1,1
112,8479318,Auston Matthews,TOR,C,https://assets.nhle.com/mugs/nhl/20242025/TOR/8479318.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,34,austonmatts,27,1997-09-17,San Ramon,CA,USA,USA,75,208,2016,TOR,1,1,1
113,8471675,Sidney Crosby,PIT,C,https://assets.nhle.com/mugs/nhl/20242025/PIT/8471675.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,87,sidneycrosby,37,1987-08-07,Cole Harbour,NS,CAN,CAN,71,200,2005,PIT,1,1,1
114,8479983,Mario Ferraro,SJS,D,https://assets.nhle.com/mugs/nhl/20242025/SJS/8479983.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,38,marioferraro,26,1998-09-17,Toronto,ON,CAN,CAN,72,209,2017,S.J,2,18,49
115,8480023,Robert Thomas,STL,C,https://assets.nhle.com/mugs/nhl/20242025/STL/8480023.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,18,robertthomas,25,1999-07-02,Aurora,ON,CAN,CAN,72,218,2017,STL,1,20,20
116,8479371,Dante Fabbro,CBJ,D,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479371.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,15,dantefabbro,26,1998-06-20,Coquitlam,BC,CAN,CAN,72,189,2016,NSH,1,17,17
117,8476891,Matt Grzelcyk,PIT,D,https://assets.nhle.com/mugs/nhl/20242025/PIT/8476891.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,24,mattgrzelcyk,31,1994-01-05,Charlestown,MA,USA,USA,70,176,2012,BOS,3,24,85
118,8477404,Jake Guentzel,TBL,C,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477404.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,59,jakeguentzel,30,1994-10-06,Omaha,NE,USA,USA,71,180,2013,PIT,3,16,77
119,8478851,Alexandre Carrier,MTL,D,https://assets.nhle.com/mugs/nhl/20242025/MTL/8478851.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,45,alexandrecarrier,28,1996-10-08,Quebec City,QC,CAN,CAN,71,174,2015,NSH,4,24,115
120,8481605,Jackson LaCombe,ANA,D,https://assets.nhle.com/mugs/nhl/20242025/ANA/8481605.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,2,jacksonlacombe,24,2001-01-09,Eden Prairie,MN,USA,USA,73,171,2019,ANA,2,8,39
121,8478398,Kyle Connor,WPG,L,https://assets.nhle.com/mugs/nhl/20242025/WPG/8478398.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,81,kyleconnor,28,1996-12-09,Shelby Twp.,MI,USA,USA,74,179,2015,WPG,1,17,17
122,8476967,Brett Kulak,EDM,D,https://assets.nhle.com/mugs/nhl/20242025/EDM/8476967.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,27,brettkulak,31,1994-01-06,Edmonton,AB,CAN,CAN,73,197,2012,CGY,4,14,105
123,8475208,Brian Dumoulin,ANA,D,https://assets.nhle.com/mugs/nhl/20242025/ANA/8475208.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,6,briandumoulin,33,1991-09-06,Biddeford,ME,USA,USA,76,207,2009,CAR,2,21,51
124,8475200,Dmitry Orlov,CAR,D,https://assets.nhle.com/mugs/nhl/20242025/CAR/8475200.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,7,dmitryorlov,33,1991-07-23,Novokuznetsk,,RUS,RUS,71,214,2009,WSH,2,25,55
125,8478427,Sebastian Aho,CAR,C,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478427.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,20,sebastianahoC,27,1997-07-26,Rauma,,FIN,FIN,72,176,2015,CAR,2,5,35
126,8478859,Niko Mikkola,FLA,D,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478859.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,77,nikomikkola,28,1996-04-27,Finland,,FIN,FIN,76,209,2015,STL,5,6,127
127,8477946,Dylan Larkin,DET,C,https://assets.nhle.com/mugs/nhl/20242025/DET/8477946.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,71,dylanlarkin,28,1996-07-30,Waterford,MI,USA,USA,73,198,2014,DET,1,15,15
128,8474166,Alec Martinez,CHI,D,https://assets.nhle.com/mugs/nhl/20242025/CHI/8474166.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,25,alecmartinez,37,1987-07-26,Rochester Hills,MI,USA,USA,73,210,2007,L.A,4,4,95
129,8478399,Jonas Siegenthaler,NJD,D,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478399.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,71,jonassiegenthaler,27,1997-05-06,Zurich,,CHE,CHE,74,218,2015,WSH,2,27,57
130,8476462,Dougie Hamilton,NJD,D,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476462.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,7,dougiehamilton,31,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,BOS,1,9,9
131,8482858,Ryker Evans,SEA,D,https://assets.nhle.com/mugs/nhl/20242025/SEA/8482858.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,41,rykerevans,23,2001-12-13,Calgary,AB,CAN,CAN,71,189,2021,SEA,2,3,35
132,8477507,Nikita Zadorov,BOS,D,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477507.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,91,nikitazadorov,29,1995-04-16,Moscow,,RUS,RUS,78,248,2013,BUF,1,16,16
133,8482655,J.J. Moser,TBL,D,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482655.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,90,janismoser,24,2000-06-06,Biel,,CHE,CHE,73,173,2021,ARI,2,28,60
134,8477956,David Pastrnak,BOS,R,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477956.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,88,davidpastrnak,28,1996-05-25,Havirov,,CZE,CZE,73,195,2014,BOS,1,25,25
135,8476905,Chandler Stephenson,SEA,C,https://assets.nhle.com/mugs/nhl/20242025/SEA/8476905.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,9,chandlerstephenson,30,1994-04-22,Saskatoon,SK,CAN,CAN,72,209,2012,WSH,3,16,77
136,8480192,Johnathan Kovacevic,NJD,D,https://assets.nhle.com/mugs/nhl/20242025/NJD/8480192.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,8,johnathankovacevic,27,1997-07-12,Niagara Falls,ON,CAN,CAN,76,208,2017,WPG,3,12,74
137,8477500,Bo Horvat,NYI,C,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477500.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,14,bohorvat,29,1995-04-05,London,ON,CAN,CAN,72,215,2013,VAN,1,9,9
138,8484801,Macklin Celebrini,SJS,C,https://assets.nhle.com/mugs/nhl/20242025/SJS/8484801.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,71,macklincelebrini,18,2006-06-13,,,CAN,,72,190,2024,S.J,1,1,1
139,8484144,Connor Bedard,CHI,C,https://assets.nhle.com/mugs/nhl/20242025/CHI/8484144.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,98,connorbedard,19,2005-07-17,,,CAN,,70,185,2023,CHI,1,1,1
140,8479324,Ryan Lindgren,NYR,D,https://assets.nhle.com/mugs/nhl/20242025/NYR/8479324.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,55,ryanlindgren,26,1998-02-11,Burnsville,MN,USA,USA,72,190,2016,BOS,2,19,49
141,8475179,Dmitry Kulikov,FLA,D,https://assets.nhle.com/mugs/nhl/20242025/FLA/8475179.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,7,dmitrykulikov,34,1990-10-29,Lipetsk,,RUS,RUS,73,201,2009,FLA,1,14,14
142,8478010,Brayden Point,TBL,C,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478010.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,21,braydenpoint,28,1996-03-13,Calgary,AB,CAN,CAN,71,180,2014,T.B,3,19,79
143,8482116,Tim Stützle,OTT,C,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482116.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,18,timstutzle,22,2002-01-15,Viersen,,DEU,DEU,72,193,2020,OTT,1,3,3
144,8482684,Luke Hughes,NJD,D,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482684.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,43,lukehughes,21,2003-09-09,Manchester,NH,USA,USA,74,184,2021,N.J,1,4,4
145,8481557,Matt Boldy,MIN,L,https://assets.nhle.com/mugs/nhl/20242025/MIN/8481557.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,12,mattboldy,23,2001-04-05,Milford,MA,USA,USA,74,201,2019,MIN,1,12,12
146,8482667,William Eklund,SJS,L,https://assets.nhle.com/mugs/nhl/20242025/SJS/8482667.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,72,willeklund,22,2002-10-12,Stockholm,,SWE,SWE,71,181,2021,S.J,1,7,7
147,8475810,Bryan Rust,PIT,R,https://assets.nhle.com/mugs/nhl/20242025/PIT/8475810.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,17,bryanrust,32,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,PIT,3,20,80
148,8478550,Artemi Panarin,NYR,L,https://assets.nhle.com/mugs/nhl/20242025/NYR/8478550.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,10,artemipanarin,33,1991-10-30,Korkino,,RUS,RUS,72,173,-,-,-,-,-
149,8475690,Chris Tanev,TOR,D,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475690.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,8,christanev,35,1989-12-20,Toronto,ON,CAN,CAN,74,193,-,-,-,-,-
150,8477501,Valeri Nichushkin,COL,R,https://assets.nhle.com/mugs/nhl/20242025/COL/8477501.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,13,valerinichushkin,29,1995-03-04,Chelyabinsk,,RUS,RUS,76,210,2013,DAL,1,10,10
151,8478911,Matt Roy,WSH,D,https://assets.nhle.com/mugs/nhl/20242025/WSH/8478911.png,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,3,mattroy,29,1995-03-01,Detroit,MI,USA,USA,73,205,2015,L.A,7,13,194
152,8482142,Jamie Drysdale,PHI,D,https://assets.nhle.com/mugs/nhl/20242025/PHI/8482142.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,9,jamiedrysdale,22,2002-04-08,Toronto,ON,CAN,CAN,71,183,2020,ANA,1,6,6
153,8477939,William Nylander,TOR,R,https://assets.nhle.com/mugs/nhl/20242025/TOR/8477939.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,88,willnylander,28,1996-05-01,Calgary,AB,CAN,SWE,72,204,2014,TOR,1,8,8
154,8478856,Conor Garland,VAN,R,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478856.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,8,conorgarland,28,1996-03-11,Scituate,MA,USA,USA,70,165,2015,ARI,5,2,123
155,8480018,Nick Suzuki,MTL,C,https://assets.nhle.com/mugs/nhl/20242025/MTL/8480018.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,14,nicksuzuki,25,1999-08-10,London,ON,CAN,CAN,71,208,2017,VGK,1,13,13
156,8477960,Adrian Kempe,LAK,R,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477960.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,9,adriankempe,28,1996-09-13,Kramfors,,SWE,SWE,74,200,2014,L.A,1,29,29
157,8477497,Sean Monahan,CBJ,C,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8477497.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,23,seanmonahan,30,1994-10-12,Brampton,ON,CAN,CAN,74,196,2013,CGY,1,6,6
158,8474150,Mikael Backlund,CGY,C,https://assets.nhle.com/mugs/nhl/20242025/CGY/8474150.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,11,mikaelbacklund,35,1989-03-17,Vasteras,,SWE,SWE,72,206,2007,CGY,1,24,24
159,8477369,Carson Soucy,VAN,D,https://assets.nhle.com/mugs/nhl/20242025/VAN/8477369.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,7,carsonsoucy,30,1994-07-27,Viking,AB,CAN,CAN,77,208,2013,MIN,5,16,137
160,8477949,Alex Tuch,BUF,R,https://assets.nhle.com/mugs/nhl/20242025/BUF/8477949.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,89,alextuch,28,1996-05-10,Syracuse,NY,USA,USA,76,219,2014,MIN,1,18,18
161,8475913,Mark Stone,VGK,R,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475913.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,61,markstone,32,1992-05-13,Winnipeg,MB,CAN,CAN,75,217,2010,OTT,6,28,178
162,8471685,Anze Kopitar,LAK,C,https://assets.nhle.com/mugs/nhl/20242025/LAK/8471685.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,11,anzekopitar,37,1987-08-24,Jesenice,,SVN,SVN,75,225,2005,L.A,1,11,11
163,8480796,Martin Fehervary,WSH,D,https://assets.nhle.com/mugs/nhl/20242025/WSH/8480796.png,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,42,martinfehervary,25,1999-10-06,Bratislava,,SVK,SVK,74,199,2018,WSH,2,15,46
164,8482803,Olen Zellweger,ANA,D,https://assets.nhle.com/mugs/nhl/20242025/ANA/8482803.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,51,olenzellweger,21,2003-09-10,Calgary,AB,CAN,CAN,69,175,2021,ANA,2,2,34
165,8480873,Rasmus Sandin,WSH,D,https://assets.nhle.com/mugs/nhl/20242025/WSH/8480873.png,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,38,rasmussandin,24,2000-03-07,Uppsala,,SWE,SWE,71,182,2018,TOR,1,29,29
166,8482126,Emil Andrae,PHI,D,https://assets.nhle.com/mugs/nhl/20242025/PHI/8482126.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,36,emilandrae,22,2002-02-23,,,SWE,,69,189,2020,PHI,2,23,54
167,8483490,Pavel Mintyukov,ANA,D,https://assets.nhle.com/mugs/nhl/20242025/ANA/8483490.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,34,pavelmintyukov,21,2003-11-25,Moscow,,RUS,RUS,73,192,2022,ANA,1,10,10
168,8482740,Wyatt Johnston,DAL,C,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482740.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,53,wyattjohnston,21,2003-05-14,Toronto,ON,CAN,CAN,73,185,2021,DAL,1,23,23
169,8482093,Seth Jarvis,CAR,C,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482093.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,24,sethjarvis,22,2002-02-01,Winnipeg,MB,CAN,CAN,70,175,2020,CAR,1,13,13
170,8476467,Jamie Oleksiak,SEA,D,https://assets.nhle.com/mugs/nhl/20242025/SEA/8476467.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,24,jamieoleksiak,32,1992-12-21,Toronto,ON,CAN,CAN,79,257,2011,DAL,1,14,14
171,8476454,Ryan Nugent-Hopkins,EDM,C,https://assets.nhle.com/mugs/nhl/20242025/EDM/8476454.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,93,ryannugenthopkins,31,1993-04-12,Burnaby,BC,CAN,CAN,72,195,2011,EDM,1,1,1
172,8473507,Jeff Petry,DET,D,https://assets.nhle.com/mugs/nhl/20242025/DET/8473507.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,46,jeffpetry,37,1987-12-09,Ann Arbor,MI,USA,USA,75,209,2006,EDM,2,15,45
173,8478493,Joel Eriksson Ek,MIN,C,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478493.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,14,joelerikssonek,27,1997-01-29,Karlstad,,SWE,SWE,75,207,2015,MIN,1,20,20
174,8475786,Zach Hyman,EDM,L,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475786.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,18,zachhyman,32,1992-06-09,Toronto,ON,CAN,CAN,73,211,2010,FLA,5,3,123
175,8475754,Brock Nelson,NYI,C,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475754.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,29,brocknelson,33,1991-10-15,Warroad,MN,USA,USA,76,210,2010,NYI,1,30,30
176,8480012,Elias Pettersson,VAN,C,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480012.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,40,eliaspettersson,26,1998-11-12,Sundsvall,,SWE,SWE,74,176,2017,VAN,1,5,5
177,8476906,Shayne Gostisbehere,CAR,D,https://assets.nhle.com/mugs/nhl/20242025/CAR/8476906.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,4,shaynegostisbehere,31,1993-04-20,Pembroke Pines,FL,USA,USA,71,180,2012,PHI,3,17,78
178,8482245,Artem Zub,OTT,D,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482245.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,2,artemzub,29,1995-10-03,Khabarovsk,,RUS,RUS,74,200,-,-,-,-,-
179,8478401,Pavel Zacha,BOS,C,https://assets.nhle.com/mugs/nhl/20242025/BOS/8478401.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,18,pavelzacha,27,1997-04-06,Brno,,CZE,CZE,76,199,2015,N.J,1,6,6
180,8479343,Clayton Keller,UTA,R,https://assets.nhle.com/mugs/nhl/20242025/UTA/8479343.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,9,claytonkeller,26,1998-07-29,Chesterfield,MO,USA,USA,70,178,2016,ARI,1,7,7
181,8476880,Tom Wilson,WSH,R,https://assets.nhle.com/mugs/nhl/20242025/WSH/8476880.png,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,43,tomwilson,30,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,WSH,1,16,16
182,8480891,Michael Kesselring,UTA,D,https://assets.nhle.com/mugs/nhl/20242025/UTA/8480891.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,7,michaelkesselring,24,2000-01-13,New Hampton,NH,USA,USA,76,190,2018,EDM,6,9,164
183,8478970,Jalen Chatfield,CAR,D,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478970.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,5,jalenchatfield,28,1996-05-15,Ypsilanti,MI,USA,USA,73,188,-,-,-,-,-
184,8476483,Rickard Rakell,PIT,R,https://assets.nhle.com/mugs/nhl/20242025/PIT/8476483.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,67,rickardrakell,31,1993-05-05,Sundbyberg,,SWE,SWE,73,195,2011,ANA,1,30,30
185,8482078,Lucas Raymond,DET,L,https://assets.nhle.com/mugs/nhl/20242025/DET/8482078.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,23,lucasraymond,22,2002-03-28,Gothenburg,,SWE,SWE,71,176,2020,DET,1,4,4
186,8478873,Troy Terry,ANA,R,https://assets.nhle.com/mugs/nhl/20242025/ANA/8478873.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,19,troyterry,27,1997-09-10,Denver,CO,USA,USA,72,185,2015,ANA,5,27,148
187,8479420,Tage Thompson,BUF,C,https://assets.nhle.com/mugs/nhl/20242025/BUF/8479420.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,72,tagethompson,27,1997-10-30,Phoenix,AZ,USA,USA,78,220,2016,STL,1,26,26
188,8475158,Ryan O'Reilly,NSH,C,https://assets.nhle.com/mugs/nhl/20242025/NSH/8475158.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,90,ryanoreilly,33,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,COL,2,3,33
189,8476887,Filip Forsberg,NSH,L,https://assets.nhle.com/mugs/nhl/20242025/NSH/8476887.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,9,filipforsberg,30,1994-08-13,Ostervala,,SWE,SWE,73,205,2012,WSH,1,11,11
190,8482624,Daniil Miromanov,CGY,D,https://assets.nhle.com/mugs/nhl/20242025/CGY/8482624.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,62,daniilmiromanov,27,1997-07-11,Moscow,,RUS,RUS,76,200,-,-,-,-,-
191,8477402,Pavel Buchnevich,STL,L,https://assets.nhle.com/mugs/nhl/20242025/STL/8477402.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,89,pavelbuchnevich,29,1995-04-17,Cherepovets,,RUS,RUS,73,196,2013,NYR,3,14,75
192,8477951,Nick Schmaltz,UTA,C,https://assets.nhle.com/mugs/nhl/20242025/UTA/8477951.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,8,nickschmaltz,28,1996-02-23,Madison,WI,USA,USA,72,181,2014,CHI,1,20,20
193,8475462,Radko Gudas,ANA,D,https://assets.nhle.com/mugs/nhl/20242025/ANA/8475462.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,7,radkogudas,34,1990-06-05,Prague,,CZE,CZE,72,208,2010,T.B,3,6,66
194,8475692,Mats Zuccarello,MIN,R,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475692.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,36,matszuccarello,37,1987-09-01,Oslo,,NOR,NOR,68,181,-,-,-,-,-
195,8475172,Nazem Kadri,CGY,C,https://assets.nhle.com/mugs/nhl/20242025/CGY/8475172.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,91,nazemkadri,34,1990-10-06,London,ON,CAN,CAN,72,185,2009,TOR,1,7,7
196,8482482,Adam Wilsby,NSH,D,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482482.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,83,adamwilsby,24,2000-08-07,Stockholm,,SWE,SWE,73,188,2020,NSH,4,8,101
197,8480064,Josh Norris,OTT,C,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480064.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,9,joshnorris,25,1999-05-05,Oxford,MI,USA,USA,74,195,2017,S.J,1,19,19
198,8478416,Erik Cernak,TBL,D,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478416.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,81,erikcernak,27,1997-05-28,Kosice,,SVK,SVK,76,224,2015,L.A,2,13,43
199,8479407,Jesper Bratt,NJD,L,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479407.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,63,jesperbratt,26,1998-07-30,Stockholm,,SWE,SWE,70,175,2016,N.J,6,11,162
200,8480893,Kirill Marchenko,CBJ,R,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8480893.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,86,kirillmarchenko,24,2000-07-21,Barnaul,,RUS,RUS,75,197,2018,CBJ,2,18,49
201,8473512,Claude Giroux,OTT,R,https://assets.nhle.com/mugs/nhl/20242025/OTT/8473512.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,28,claudegiroux,37,1988-01-12,Hearst,ON,CAN,CAN,71,190,2006,PHI,1,22,22
202,8478443,Brandon Carlo,BOS,D,https://assets.nhle.com/mugs/nhl/20242025/BOS/8478443.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,25,brandoncarlo,28,1996-11-26,Colorado Springs,CO,USA,USA,78,218,2015,BOS,2,7,37
203,8476456,Jonathan Huberdeau,CGY,C,https://assets.nhle.com/mugs/nhl/20242025/CGY/8476456.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,10,jonathanhuberdeau,31,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,FLA,1,3,3
204,8473419,Brad Marchand,BOS,L,https://assets.nhle.com/mugs/nhl/20242025/BOS/8473419.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,63,bradmarchand,36,1988-05-11,Halifax,NS,CAN,CAN,69,176,2006,BOS,3,8,71
