playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,wins,losses,otLosses,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,shootsCatches,shutouts,ties,weight,Last Season
8474057,Allen York,CBJ,G,11,3,2,0,Wetaskiwin,CAN,1989-06-17,AB,158.0,6.0,2007.0,20112012,75,N,York,CAN,L,0,,188,2011-2012
8476234,Keith Kinkaid,"BOS,COL",G,2,1,0,0,Farmingville,USA,1989-07-04,NY,,,,20122013,74,N,Kinkaid,USA,L,0,,195,2022-2023
8474194,Timo Pielmeier,ANA,G,1,0,0,0,Deggendorf,DEU,1989-07-07,,83.0,3.0,2007.0,20102011,71,N,Pielmeier,DEU,L,0,,175,2010-2011
8477234,Troy Grosenick,LAK,G,2,1,1,0,Brookfield,USA,1989-08-27,WI,,,,20142015,73,N,Grosenick,USA,L,0,,181,2020-2021
8476844,Niklas Svedberg,BOS,G,18,7,5,1,Sollentuna,SWE,1989-09-04,,,,,20132014,73,N,Svedberg,SWE,L,2,,163,2014-2015
8474651,Braden Holtby,DAL,G,24,10,10,1,Lloydminster,CAN,1989-09-16,SK,93.0,4.0,2008.0,20102011,73,N,Holtby,CAN,L,0,,215,2021-2022
8474682,Dustin Tokarski,CAR,G,6,4,2,0,Watson,CAN,1989-09-16,SK,122.0,5.0,2008.0,20092010,72,N,Tokarski,CAN,L,1,,198,2024-2025
8475883,Frederik Andersen,CAR,G,35,16,14,5,Herning,DNK,1989-10-02,,87.0,3.0,2012.0,20132014,76,N,Andersen,DNK,L,0,,229,2025-2026
8474591,Tom McCollum,DET,G,2,1,0,0,Amherst,USA,1989-12-07,NY,30.0,1.0,2008.0,20102011,74,N,McCollum,USA,L,0,,220,2014-2015
8474667,Harri Sateri,ARI,G,6,2,2,1,Toijala,FIN,1989-12-29,,106.0,4.0,2008.0,20172018,73,N,Sateri,FIN,L,0,,205,2021-2022
8474889,Martin Jones,TOR,G,22,11,8,1,North Vancouver,CAN,1990-01-10,BC,,,,20132014,77,N,Jones,CAN,L,2,,203,2023-2024
8474593,Jacob Markstrom,NJD,G,44,23,19,1,Gavle,SWE,1990-01-31,,31.0,2.0,2008.0,20102011,78,N,Markstrom,SWE,L,1,,207,2025-2026
8474636,Michael Hutchinson,DET,G,1,0,1,0,Barrie,CAN,1990-03-02,ON,77.0,3.0,2008.0,20132014,75,N,Hutchinson,CAN,R,0,,201,2023-2024
8475252,Matt Hackett,BUF,G,5,0,4,1,London,CAN,1990-03-07,ON,77.0,3.0,2009.0,20112012,74,N,Hackett,CAN,L,0,,179,2014-2015
8475195,Anders Nilsson,OTT,G,20,9,9,2,Lulea,SWE,1990-03-19,,62.0,3.0,2009.0,20112012,78,N,Nilsson,SWE,L,0,,232,2019-2020
8474754,Joacim Eriksson,VAN,G,1,0,0,0,Gavle,SWE,1990-04-09,,196.0,7.0,2008.0,20132014,73,N,Eriksson,SWE,R,0,,189,2013-2014
8474690,Kevin Poulin,NYI,G,1,0,0,1,Montréal,CAN,1990-04-12,QC,126.0,5.0,2008.0,20102011,74,N,Poulin,CAN,L,0,,206,2014-2015
8477237,Mike Condon,OTT,G,2,0,2,0,Holliston,USA,1990-04-27,MA,,,,20152016,74,N,Condon,USA,L,0,,196,2018-2019
8475303,Connor Knapp,BUF,G,2,0,0,1,York,USA,1990-05-01,NY,164.0,6.0,2009.0,20132014,78,N,Knapp,USA,L,0,,206,2013-2014
8475311,Darcy Kuemper,LAK,G,50,19,14,15,Saskatoon,CAN,1990-05-05,SK,161.0,6.0,2009.0,20122013,77,N,Kuemper,CAN,L,3,,215,2025-2026
8480925,Pavel Francouz,COL,G,16,8,7,1,Plzen,CZE,1990-06-03,,,,,20182019,72,N,Francouz,CZE,R,1,,179,2022-2023
8474708,Alexander Pechurskiy,PIT,G,1,0,0,0,Magnitogorsk,RUS,1990-06-04,,150.0,5.0,2008.0,20092010,72,N,Pechurskiy,RUS,L,0,,187,2009-2010
8474596,Jake Allen,NJD,G,37,17,17,2,Fredericton,CAN,1990-08-07,NB,34.0,2.0,2008.0,20122013,74,N,Allen,CAN,L,1,,197,2025-2026
8475277,Edward Pasquale,TBL,G,3,2,1,0,Toronto,CAN,1990-11-20,ON,117.0,4.0,2009.0,20182019,74,N,Pasquale,CAN,L,0,,215,2018-2019
8476433,Magnus Hellberg,PIT,G,3,1,0,0,Uppsala,SWE,1991-04-04,,38.0,2.0,2011.0,20132014,78,N,Hellberg,SWE,L,0,,206,2023-2024
8475299,Joni Ortio,CGY,G,22,7,9,5,Turku,FIN,1991-04-16,,171.0,6.0,2009.0,20132014,73,N,Ortio,FIN,L,1,,190,2015-2016
8478999,Niklas Treutle,ARI,G,2,0,1,0,Nuremberg,DEU,1991-04-29,,,,,20152016,74,N,Treutle,DEU,L,0,,185,2015-2016
8475234,J-F Berube,CBJ,G,6,3,2,0,Repentigny,CAN,1991-07-13,QC,95.0,4.0,2009.0,20152016,73,N,Berube,CAN,L,0,,177,2021-2022
8476992,Marek Mazanec,NSH,G,4,0,2,0,Pisek,CZE,1991-07-18,,179.0,6.0,2012.0,20132014,76,N,Mazanec,CZE,R,0,,202,2016-2017
8475215,Robin Lehner,VGK,G,44,23,17,2,Gothenburg,SWE,1991-07-24,,46.0,2.0,2009.0,20102011,76,N,Lehner,SWE,L,1,,250,2021-2022
8476319,Nathan Lieuwen,BUF,G,7,1,4,0,Abbotsford,CAN,1991-08-08,BC,167.0,6.0,2011.0,20132014,77,N,Lieuwen,CAN,L,0,,189,2013-2014
8479193,Casey DeSmith,DAL,G,30,15,8,6,Rochester,USA,1991-08-13,NH,,,,20172018,72,N,DeSmith,USA,L,1,,188,2025-2026
8477225,Jared Coreau,DET,G,7,0,5,1,Perth,CAN,1991-11-05,ON,,,,20162017,77,N,Coreau,CAN,L,0,,214,2017-2018
8475831,Philipp Grubauer,SEA,G,32,13,12,4,Rosenheim,DEU,1991-11-25,,112.0,4.0,2010.0,20122013,73,N,Grubauer,DEU,L,0,,188,2025-2026
8475789,Jack Campbell,EDM,G,5,1,4,0,Port Huron,USA,1992-01-09,MI,11.0,1.0,2010.0,20132014,75,N,Campbell,USA,L,0,,200,2023-2024
8477831,Pheonix Copley,LAK,G,1,0,1,0,North Pole,USA,1992-01-18,AK,,,,20152016,76,N,Copley,USA,L,0,,205,2025-2026
8475781,Tyler Bunz,EDM,G,1,0,0,0,Regina,CAN,1992-02-11,SK,121.0,5.0,2010.0,20142015,73,N,Bunz,CAN,L,0,,205,2014-2015
8478559,Matthew O'Connor,OTT,G,1,0,1,0,Sault Ste. Marie,CAN,1992-02-14,ON,,,,20152016,78,N,O'Connor,CAN,L,0,,205,2015-2016
8475852,Petr Mrazek,ANA,G,10,3,5,0,Ostrava,CZE,1992-02-14,,141.0,5.0,2010.0,20122013,74,N,Mrazek,CZE,L,0,,192,2025-2026
8475839,Louis Domingue,NYR,G,1,1,0,0,St-Hyacinthe,CAN,1992-03-06,QC,138.0,5.0,2010.0,20142015,75,N,Domingue,CAN,R,0,,207,2024-2025
8475720,Kent Simpson,CHI,G,1,0,0,0,Edmonton,CAN,1992-03-26,AB,58.0,2.0,2010.0,20132014,74,N,Simpson,CAN,L,0,,209,2013-2014
8475717,Calvin Pickard,EDM,G,16,5,6,2,Moncton,CAN,1992-04-15,NB,49.0,2.0,2010.0,20142015,73,N,Pickard,CAN,L,0,,206,2025-2026
8476309,Jason Kasdorf,BUF,G,1,0,1,0,Winnipeg,CAN,1992-05-18,MB,157.0,6.0,2011.0,20152016,76,N,Kasdorf,CAN,L,0,,205,2015-2016
8477914,Roman Will,COL,G,1,0,0,0,Plzen,CZE,1992-05-22,,,,,20152016,73,N,Will,CZE,L,0,,195,2015-2016
8479294,Kevin Boyle,ANA,G,5,1,3,0,Manalapan,USA,1992-05-30,NJ,,,,20182019,72,N,Boyle,USA,L,1,,201,2018-2019
8477356,Kristers Gudlevskis,TBL,G,1,0,0,0,Aizkraukle,LVA,1992-07-31,,124.0,5.0,2013.0,20132014,75,N,Gudlevskis,LVA,L,0,,214,2016-2017
8475824,Sami Aittokallio,COL,G,1,0,1,0,Tampere,FIN,1992-08-06,,107.0,4.0,2010.0,20122013,73,N,Aittokallio,FIN,L,0,,185,2013-2014
8475771,Mark Visentin,PHX,G,1,0,1,0,Hamilton,CAN,1992-08-07,ON,27.0,1.0,2010.0,20132014,74,N,Visentin,CAN,L,0,,201,2013-2014
8475809,Scott Wedgewood,COL,G,45,31,6,6,Brampton,CAN,1992-08-14,ON,84.0,3.0,2010.0,20152016,74,N,Wedgewood,CAN,L,4,,201,2025-2026
8479496,David Rittich,NYI,G,30,14,10,3,Jihlava,CZE,1992-08-19,,,,,20162017,75,N,Rittich,CZE,L,2,,200,2025-2026
8475876,Zane McIntyre,BOS,G,8,0,4,1,Grand Forks,USA,1992-08-20,ND,165.0,6.0,2010.0,20162017,74,N,McIntyre,USA,L,0,,206,2016-2017
8475920,Michael Houser,BUF,G,2,2,0,0,Youngstown,USA,1992-09-13,OH,,,,20202021,73,N,Houser,USA,L,0,,185,2021-2022
8476330,Adam Wilcox,BUF,G,1,0,1,0,South St. Paul,USA,1992-11-26,MN,178.0,6.0,2011.0,20172018,72,N,Wilcox,USA,L,0,,189,2017-2018
8476341,Anton Forsberg,LAK,G,36,16,12,5,Härnösand,SWE,1992-11-27,,188.0,7.0,2011.0,20142015,75,N,Forsberg,SWE,L,3,,200,2025-2026
8479312,Alex Lyon,BUF,G,36,20,10,4,Baudette,USA,1992-12-09,MN,,,,20172018,73,N,Lyon,USA,L,3,,199,2025-2026
8476444,Christopher Gibson,TBL,G,2,1,1,0,Karkkila,FIN,1992-12-27,,49.0,2.0,2011.0,20152016,74,N,Gibson,FIN,L,0,,217,2020-2021
8476509,Maxime Lagace,TBL,G,2,1,1,0,Saint-Augustin,CAN,1993-01-12,QC,,,,20172018,74,N,Lagace,CAN,L,0,,190,2021-2022
8476316,Laurent Brossoit,SJS,G,1,0,1,0,Port Alberni,CAN,1993-03-23,BC,164.0,6.0,2011.0,20142015,75,N,Brossoit,CAN,L,0,,203,2025-2026
8477092,Andrey Makarov,BUF,G,1,0,1,0,Kazan,RUS,1993-04-20,,,,,20142015,74,N,Makarov,RUS,L,0,,194,2014-2015
8476945,Connor Hellebuyck,WPG,G,57,23,23,11,Commerce,USA,1993-05-19,MI,130.0,5.0,2012.0,20152016,76,N,Hellebuyck,USA,L,0,,207,2025-2026
8476343,Garret Sparks,LAK,G,2,1,0,0,Elmhurst,USA,1993-06-28,IL,190.0,7.0,2011.0,20152016,75,N,Sparks,USA,L,0,,220,2021-2022
8476412,Jordan Binnington,STL,G,41,13,20,7,Richmond Hill,CAN,1993-07-11,ON,88.0,3.0,2011.0,20152016,74,N,Binnington,CAN,L,1,,172,2025-2026
8476434,John Gibson,DET,G,57,29,22,4,Pittsburgh,USA,1993-07-14,PA,39.0,2.0,2011.0,20132014,75,N,Gibson,USA,L,4,,209,2025-2026
8476999,Linus Ullmark,OTT,G,49,28,12,8,Lugnvik,SWE,1993-07-31,,163.0,6.0,2012.0,20152016,76,N,Ullmark,SWE,L,3,,223,2025-2026
8479288,Kasimir Kaskisuo,NSH,G,1,0,0,0,Vantaa,FIN,1993-10-02,,,,,20192020,75,N,Kaskisuo,FIN,L,0,,203,2020-2021
8479292,Charlie Lindgren,WSH,G,21,9,8,3,Lakeville,USA,1993-12-18,MN,,,,20152016,74,N,Lindgren,USA,R,1,,190,2025-2026
8476876,Malcolm Subban,CBJ,G,1,0,1,0,Toronto,CAN,1993-12-21,ON,24.0,1.0,2012.0,20142015,74,N,Subban,CAN,L,0,,215,2023-2024
8476932,Anthony Stolarz,TOR,G,26,10,10,3,Edison,USA,1994-01-20,NJ,45.0,2.0,2012.0,20162017,78,N,Stolarz,USA,L,0,,248,2025-2026
8476903,Jon Gillies,CBJ,G,3,1,1,0,Concord,USA,1994-01-22,NH,75.0,3.0,2012.0,20162017,78,N,Gillies,USA,L,0,,223,2022-2023
8476861,Oscar Dansk,VGK,G,1,1,0,0,Stockholm,SWE,1994-02-28,,31.0,2.0,2012.0,20172018,75,N,Dansk,SWE,L,0,,204,2020-2021
8478007,Elvis Merzlikins,CBJ,G,30,14,11,3,Riga,LVA,1994-04-13,,76.0,3.0,2014.0,20192020,75,N,Merzlikins,LVA,L,1,,190,2025-2026
8476914,Joonas Korpisalo,BOS,G,31,14,9,6,Pori,FIN,1994-04-28,,62.0,3.0,2012.0,20152016,76,N,Korpisalo,FIN,L,1,,200,2025-2026
8477312,Antoine Bibeau,COL,G,2,1,0,0,Victoriaville,CAN,1994-05-01,QC,172.0,6.0,2013.0,20162017,75,N,Bibeau,CAN,L,0,,205,2019-2020
8476904,Chris Driedger,SEA,G,2,1,1,0,Winnipeg,CAN,1994-05-18,MB,76.0,3.0,2012.0,20142015,76,N,Driedger,CAN,L,0,,210,2023-2024
8476899,Matt Murray,SEA,G,5,0,2,1,Thunder Bay,CAN,1994-05-25,ON,83.0,3.0,2012.0,20152016,77,N,Murray,CAN,L,0,,220,2025-2026
8477084,Mackenzie Skapski,NYR,G,2,2,0,0,Abbotsford,CAN,1994-06-15,BC,170.0,6.0,2013.0,20142015,75,N,Skapski,CAN,L,1,,197,2014-2015
8477035,Matt Tomkins,TBL,G,6,3,2,1,Edmonton,CAN,1994-06-19,AB,199.0,7.0,2012.0,20232024,76,N,Tomkins,CAN,L,0,,191,2023-2024
8480420,Collin Delia,VAN,G,20,10,6,2,Rancho Cucamonga,USA,1994-06-20,CA,,,,20172018,74,N,Delia,USA,L,0,,208,2022-2023
8476986,Marek Langhamer,ARI,G,1,0,0,0,Moravska Trebova,CZE,1994-07-22,,184.0,7.0,2012.0,20162017,74,N,Langhamer,CZE,L,0,,190,2017-2018
8480591,Thomas Hodges,ANA,G,1,0,1,0,Slough,GBR,1994-07-25,,,,,20212022,70,N,Hodges,GBR,L,0,,170,2021-2022
8476883,Andrei Vasilevskiy,TBL,G,58,39,15,4,Tyumen,RUS,1994-07-25,,19.0,1.0,2012.0,20142015,76,N,Vasilevskiy,RUS,L,2,,223,2025-2026
8477361,Calvin Petersen,PHI,G,5,2,2,0,Waterloo,USA,1994-10-19,IA,129.0,5.0,2013.0,20182019,74,N,Petersen,USA,R,0,,185,2023-2024
8477405,Marcus Hogberg,NYI,G,1,0,0,0,Orebro,SWE,1994-11-25,,78.0,3.0,2013.0,20182019,77,N,Hogberg,SWE,L,0,,232,2025-2026
8478024,Ville Husso,ANA,G,20,10,8,2,Helsinki,FIN,1995-02-06,,94.0,4.0,2014.0,20202021,75,N,Husso,FIN,L,0,,205,2025-2026
8478965,Kenneth Appleby,NYI,G,1,0,0,0,North Bay,CAN,1995-04-10,ON,,,,20172018,77,N,Appleby,CAN,L,0,,216,2023-2024
8477424,Juuse Saros,NSH,G,59,28,22,8,Forssa,FIN,1995-04-19,,99.0,4.0,2013.0,20152016,71,N,Saros,FIN,L,0,,180,2025-2026
8480947,Kevin Lankinen,VAN,G,47,11,27,5,Helsinki,FIN,1995-04-28,,,,,20202021,74,N,Lankinen,FIN,L,0,,190,2025-2026
8477465,Tristan Jarry,"PIT,EDM",G,33,18,9,3,Surrey,CAN,1995-04-29,BC,44.0,2.0,2013.0,20162017,76,N,Jarry,CAN,L,2,,201,2025-2026
8477457,Zach Fucale,WSH,G,4,1,1,1,Laval,CAN,1995-05-28,QC,36.0,2.0,2013.0,20212022,74,N,Fucale,CAN,L,1,,189,2021-2022
8477484,Spencer Martin,NYR,G,6,1,3,0,Oakville,CAN,1995-06-08,ON,63.0,3.0,2013.0,20162017,75,N,Martin,CAN,L,0,,191,2025-2026
8477480,Eric Comrie,WPG,G,25,12,11,1,Edmonton,CAN,1995-07-06,AB,59.0,2.0,2013.0,20162017,73,N,Comrie,CAN,L,0,,190,2025-2026
8480112,Hunter Miska,COL,G,5,1,1,2,North Branch,USA,1995-07-07,MN,,,,20182019,73,N,Miska,USA,L,0,,175,2020-2021
8478009,Ilya Sorokin,NYI,G,55,29,24,2,Mezhdurechensk,RUS,1995-08-04,,78.0,3.0,2014.0,20202021,75,N,Sorokin,RUS,L,7,,189,2025-2026
8481501,Artyom Zagidulin,CGY,G,1,0,0,0,Magnitogorsk,RUS,1995-08-08,,,,,20202021,74,N,Zagidulin,RUS,L,0,,180,2020-2021
8479016,Landon Bow,DAL,G,2,0,0,0,St. Albert,CAN,1995-08-24,AB,,,,20182019,77,N,Bow,CAN,L,0,,220,2018-2019
8477992,Jonas Johansson,TBL,G,25,11,10,2,Gavle,SWE,1995-09-19,,61.0,3.0,2014.0,20192020,77,N,Johansson,SWE,L,0,,220,2025-2026
8482411,Hunter Shepard,OTT,G,1,0,1,0,Cohasset,USA,1995-11-07,MN,,,,20232024,71,N,Shepard,USA,L,0,,225,2025-2026
8477967,Thatcher Demko,VAN,G,20,8,10,1,San Diego,USA,1995-12-08,CA,36.0,2.0,2014.0,20172018,76,N,Demko,USA,L,1,,192,2025-2026
8478048,Igor Shesterkin,NYR,G,51,25,19,6,Moscow,RUS,1995-12-30,,118.0,4.0,2014.0,20192020,73,N,Shesterkin,RUS,L,1,,199,2025-2026
8477968,Alex Nedeljkovic,SJS,G,40,18,14,4,Parma,USA,1996-01-07,OH,37.0,2.0,2014.0,20162017,72,N,Nedeljkovic,USA,L,0,,205,2025-2026
8477970,Vitek Vanecek,UTA,G,22,5,13,3,Havlickuv Brod,CZE,1996-01-09,,39.0,2.0,2014.0,20202021,74,N,Vanecek,CZE,L,1,,184,2025-2026
8480382,Alexandar Georgiev,"COL,SJS",G,49,15,26,4,Ruse,BGR,1996-02-10,,,,,20172018,73,N,Georgiev,RUS,L,0,,178,2024-2025
8480213,Gilles Senn,NJD,G,2,0,1,0,Bülach,CHE,1996-03-01,,129.0,5.0,2017.0,20192020,77,N,Senn,CHE,R,0,,191,2019-2020
8477990,Brandon Halverson,TBL,G,2,0,1,0,Traverse City,USA,1996-03-29,MI,59.0,2.0,2014.0,20172018,77,N,Halverson,USA,L,0,,235,2025-2026
8478499,Adin Hill,VGK,G,27,10,9,6,Comox,CAN,1996-05-11,BC,76.0,3.0,2015.0,20172018,76,N,Hill,CAN,L,1,,222,2025-2026
8478872,Karel Vejmelka,UTA,G,64,38,20,3,Trebic,CZE,1996-05-25,,145.0,5.0,2015.0,20212022,76,N,Vejmelka,CZE,R,2,,221,2025-2026
8478039,Kaapo Kahkonen,COL,G,1,0,1,0,Helsinki,FIN,1996-08-16,,109.0,4.0,2014.0,20192020,74,N,Kahkonen,FIN,L,0,,217,2024-2025
8478916,Joey Daccord,SEA,G,47,20,20,6,Boston,USA,1996-08-19,MA,199.0,7.0,2015.0,20182019,74,N,Daccord,USA,L,2,,201,2025-2026
8480162,Matiss Kivlenieks,CBJ,G,2,1,1,0,Riga,LVA,1996-08-26,,,,,20192020,74,N,Kivlenieks,LVA,L,0,,183,2020-2021
8478902,Erik Kallgren,TOR,G,10,3,2,4,Stockholm,SWE,1996-10-14,,183.0,7.0,2015.0,20212022,75,N,Kallgren,SWE,L,0,,200,2022-2023
8478470,Samuel Montembeault,MTL,G,25,10,8,4,Becancour,CAN,1996-10-30,QC,77.0,3.0,2015.0,20182019,75,N,Montembeault,CAN,L,0,,218,2025-2026
8478905,Ivan Fedotov,PHI,G,26,6,13,4,Lappeenranta,FIN,1996-11-28,,188.0,7.0,2015.0,20232024,79,N,Fedotov,RUS,L,0,,209,2024-2025
8478406,Mackenzie Blackwood,COL,G,39,23,10,2,Thunder Bay,CAN,1996-12-09,ON,42.0,2.0,2015.0,20182019,76,N,Blackwood,CAN,L,3,,225,2025-2026
8478848,Ales Stezka,SEA,G,1,0,1,0,Liberec,CZE,1997-01-06,,111.0,4.0,2015.0,20242025,76,N,Stezka,CZE,L,0,,190,2024-2025
8478433,Felix Sandstrom,PHI,G,5,1,2,0,Gavle,SWE,1997-01-12,,70.0,3.0,2015.0,20212022,74,N,Sandstrom,SWE,L,0,,211,2023-2024
8481001,Veini Vehvilainen,CBJ,G,1,0,0,0,Jyväskylä,FIN,1997-02-13,,173.0,6.0,2018.0,20202021,72,N,Vehvilainen,FIN,L,0,,181,2020-2021
8478492,Ilya Samsonov,VGK,G,29,16,9,4,Magnitogorsk,RUS,1997-02-22,,22.0,1.0,2015.0,20192020,75,N,Samsonov,RUS,L,2,,208,2024-2025
8480313,Logan Thompson,WSH,G,58,31,21,6,Calgary,CAN,1997-02-25,AB,,,,20202021,76,N,Thompson,CAN,R,4,,207,2025-2026
8478971,Connor Ingram,EDM,G,32,16,10,3,Saskatoon,CAN,1997-03-31,SK,88.0,3.0,2016.0,20212022,73,N,Ingram,CAN,L,2,,218,2025-2026
8479530,Adam Werner,COL,G,2,1,1,0,Mariestad,SWE,1997-05-02,,131.0,5.0,2016.0,20192020,77,N,Werner,SWE,L,0,,205,2019-2020
8478903,Adam Huska,NYR,G,1,0,1,0,Zvolen,SVK,1997-05-12,,184.0,7.0,2015.0,20212022,76,N,Huska,SVK,L,0,,214,2021-2022
8482445,Devin Cooley,CGY,G,31,10,10,6,Los Gatos,USA,1997-05-25,CA,,,,20232024,77,N,Cooley,USA,L,0,,192,2025-2026
8478933,Michael McNiven,MTL,G,1,0,0,0,Winnipeg,CAN,1997-07-09,MB,,,,20212022,73,N,McNiven,CAN,L,0,,199,2021-2022
8478435,Dan Vladar,PHI,G,52,29,14,7,Prague,CZE,1997-08-20,,75.0,3.0,2015.0,20202021,77,N,Vladar,CZE,L,0,,209,2025-2026
8479313,Zachary Sawchenko,SJS,G,7,1,2,1,Calgary,CAN,1997-12-30,AB,,,,20212022,73,N,Sawchenko,CAN,L,0,,187,2021-2022
8479380,Dylan Wells,CHI,G,1,0,0,0,St. Catharines,CAN,1998-01-03,ON,123.0,5.0,2016.0,20222023,74,N,Wells,CAN,L,0,,190,2022-2023
8479581,Jack LaFontaine,CAR,G,2,0,1,0,Mississauga,CAN,1998-01-06,ON,75.0,3.0,2016.0,20212022,74,N,LaFontaine,CAN,L,0,,204,2021-2022
8483158,Matthew Berlin,EDM,G,1,0,0,0,Edmonton,CAN,1998-01-20,AB,,,,20222023,75,N,Berlin,CAN,L,0,,205,2022-2023
8480373,Josef Korenar,ARI,G,2,0,0,0,Pelhrimov,CZE,1998-01-31,,,,,20202021,73,N,Korenar,CZE,L,0,,185,2021-2022
8483575,Matt Murray,DAL,G,1,1,0,0,St. Albert,CAN,1998-02-02,AB,,,,20222023,73,N,Murray,CAN,L,1,,196,2023-2024
8479406,Filip Gustavsson,MIN,G,50,28,15,6,Skelleftea,SWE,1998-06-07,,55.0,2.0,2016.0,20202021,74,N,Gustavsson,SWE,L,4,,184,2025-2026
8483548,Brandon Bussi,CAR,G,39,31,6,2,Sound Beach,USA,1998-06-25,NY,,,,20252026,76,N,Bussi,USA,R,2,,218,2025-2026
8482246,Alexei Melnichuk,SJS,G,3,0,1,1,St. Petersburg,RUS,1998-06-29,,,,,20202021,73,N,Melnichuk,RUS,L,0,,201,2020-2021
8479361,Joseph Woll,TOR,G,39,15,16,7,Dardenne Prairie,USA,1998-07-12,MO,62.0,3.0,2016.0,20212022,75,N,Woll,USA,L,2,,212,2025-2026
8479394,Carter Hart,VGK,G,18,11,3,3,Sherwood Park,CAN,1998-08-13,AB,48.0,2.0,2016.0,20182019,74,N,Hart,CAN,L,0,,196,2025-2026
8480263,Dylan Ferguson,OTT,G,2,1,1,0,Lantzville,CAN,1998-09-20,BC,194.0,7.0,2017.0,20172018,74,N,Ferguson,CAN,L,0,,194,2022-2023
8480363,Kaden Fulcher,DET,G,1,0,0,0,Brigden,CAN,1998-09-23,ON,,,,20182019,75,N,Fulcher,CAN,L,0,,210,2018-2019
8479973,Stuart Skinner,"EDM,PIT",G,50,23,17,9,Edmonton,CAN,1998-11-01,AB,78.0,3.0,2017.0,20202021,76,N,Skinner,CAN,L,2,,215,2025-2026
8480280,Jeremy Swayman,BOS,G,55,31,18,4,Anchorage,USA,1998-11-24,AK,111.0,4.0,2017.0,20202021,75,N,Swayman,USA,L,2,,195,2025-2026
8479979,Jake Oettinger,DAL,G,54,35,12,6,Lakeville,USA,1998-12-18,MN,26.0,1.0,2017.0,20202021,78,N,Oettinger,USA,L,4,,225,2025-2026
8480238,Jiri Patera,VAN,G,1,0,1,0,Praha,CZE,1999-02-24,,161.0,6.0,2017.0,20222023,75,N,Patera,CZE,L,0,,212,2025-2026
8483532,Clay Stevenson,WSH,G,4,3,1,0,Drayton Valley,CAN,1999-03-03,AB,,,,20242025,76,N,Stevenson,CAN,L,0,,195,2025-2026
8481031,Ivan Prosvetov,COL,G,11,4,3,1,Moscow,RUS,1999-03-05,,114.0,4.0,2018.0,20202021,77,N,Prosvetov,RUS,L,0,,195,2023-2024
8480045,Ukko-Pekka Luukkonen,BUF,G,35,22,9,3,Espoo,FIN,1999-03-09,,54.0,2.0,2017.0,20202021,77,N,Luukkonen,FIN,L,1,,223,2025-2026
8480193,Daniil Tarasov,FLA,G,33,13,15,3,Novokuznetsk,RUS,1999-03-27,,86.0,3.0,2017.0,20212022,77,N,Tarasov,RUS,L,0,,203,2025-2026
8480199,Eetu Makiniemi,SJS,G,2,1,0,1,Vantaa,FIN,1999-04-19,,104.0,4.0,2017.0,20222023,74,N,Makiniemi,FIN,L,0,,184,2022-2023
8483530,Jaxson Stauber,UTA,G,6,2,1,1,Wayzata,USA,1999-04-27,MN,,,,20222023,75,N,Stauber,USA,L,1,,174,2024-2025
8480191,Matt Villalta,UTA,G,1,1,0,0,Kingston,CAN,1999-06-03,ON,72.0,3.0,2017.0,20232024,75,N,Villalta,CAN,L,0,,190,2024-2025
8480022,Michael DiPietro,BOS,G,1,0,0,0,Windsor,CAN,1999-06-09,ON,64.0,3.0,2017.0,20182019,73,N,DiPietro,CAN,L,0,,205,2025-2026
8480042,Olle Eriksson Ek,ANA,G,1,0,0,1,Karlstad,SWE,1999-06-22,,153.0,5.0,2017.0,20222023,75,N,Eriksson Ek,SWE,L,0,,189,2022-2023
8481611,Pyotr Kochetkov,CAR,G,9,6,2,0,Penza,RUS,1999-06-25,,36.0,2.0,2019.0,20212022,75,N,Kochetkov,RUS,L,1,,196,2025-2026
8480051,Cayden Primeau,TOR,G,3,2,1,0,Farmington Hills,USA,1999-08-11,MI,199.0,7.0,2017.0,20192020,75,N,Primeau,USA,L,0,,205,2025-2026
8482821,Arvid Soderblom,CHI,G,26,8,13,3,Göteborg,SWE,1999-08-19,,,,,20212022,75,N,Soderblom,SWE,L,1,,180,2025-2026
8481035,Samuel Ersson,PHI,G,33,14,11,5,Falun,SWE,1999-10-20,,143.0,5.0,2018.0,20222023,75,N,Ersson,SWE,L,0,,194,2025-2026
8483183,Jett Alexander,TOR,G,1,0,0,0,Bloomfield,CAN,1999-11-08,ON,,,,20222023,77,N,Alexander,CAN,L,0,,214,2022-2023
8480819,Jakub Skarek,NYI,G,2,0,1,0,Jihlava,CZE,1999-11-10,,72.0,3.0,2018.0,20242025,76,N,Skarek,CZE,L,0,,211,2024-2025
8484312,Georgi Romanov,SJS,G,8,0,6,0,Yekaterinburg,RUS,1999-12-15,,,,,20232024,77,N,Romanov,RUS,L,0,,207,2024-2025
8484293,Yaniv Perets,CAR,G,1,0,0,0,Dollard-des-Ormeaux,CAN,2000-03-04,QC,,,,20232024,73,N,Perets,CAN,L,0,,181,2024-2025
8481020,Justus Annunen,NSH,G,28,10,12,2,Kempele,FIN,2000-03-11,,64.0,3.0,2018.0,20212022,76,N,Annunen,FIN,L,1,,210,2025-2026
