,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
234,Jeff Schultz,L.A,D,37,1986-02-25,Calgary,AB,CAN,CAN,78,225,2004,WSH,1,27,27
235,Mark Fistric,ANA,D,37,1986-06-01,Edmonton,AB,CAN,CAN,74,225,2004,DAL,1,28,28
236,Mike Green,WSH,D,38,1985-10-12,Calgary,AB,CAN,CAN,73,210,2004,WSH,1,29,29
237,Dave Bolland,FLA,C,37,1986-06-05,Mimico,ON,CAN,CAN,72,188,2004,CHI,2,2,32
238,Bryan Bickell,CHI,L,37,1986-03-09,Bowmanville,ON,CAN,CAN,76,223,2004,CHI,2,11,41
239,Blake Comeau,PIT,L,37,1986-02-18,Meadow Lake,SK,CAN,CAN,73,200,2004,NYI,2,17,47
240,Carl Soderberg,BOS,C,38,1985-10-12,Malmö,,SWE,SWE,75,210,2004,STL,2,19,49
241,David Booth,TOR,L,39,1984-11-24,Detroit,MI,USA,USA,72,212,2004,FLA,2,23,53
242,Nicklas Grossmann,PHI,D,38,1985-01-22,Stockholm,,SWE,SWE,76,230,2004,DAL,2,26,56
243,Brandon Dubinsky,CBJ,C,37,1986-04-29,Anchorage,AK,USA,USA,74,208,2004,NYR,2,30,60
244,Alex Goligoski,DAL,D,38,1985-07-30,Grand Rapids,MN,USA,USA,71,173,2004,PIT,2,31,61
245,David Krejci,BOS,C,37,1986-04-28,Sternberk,,CZE,CZE,72,192,2004,BOS,2,33,63
246,Brandon Prust,MTL,L,39,1984-03-16,London,ON,CAN,CAN,72,195,2004,CGY,3,5,70
247,Andrej Sekera,"CAR, L.A",D,37,1986-06-08,Bojnice,,SVK,SVK,72,200,2004,BUF,3,6,71
248,Alexei Emelin,MTL,D,37,1986-04-25,Togliatti,,RUS,RUS,74,218,2004,MTL,3,19,84
249,Peter Regin,CHI,C,37,1986-04-16,Herning,,DNK,DNK,74,190,2004,OTT,3,22,87
250,Alexander Edler,VAN,D,37,1986-04-21,Ostersund,,SWE,SWE,76,210,2004,VAN,3,26,91
251,Johan Franzen,DET,R,43,1979-12-23,Vetlanda,,SWE,SWE,76,232,2004,DET,3,32,97
252,Tyler Kennedy,"NYI, S.J",C,37,1986-07-15,Sault Ste. Marie,ON,CAN,CAN,71,185,2004,PIT,4,1,99
253,Patrick Bordeleau,COL,L,37,1986-03-23,Montreal,QC,CAN,CAN,78,225,2004,MIN,4,16,114
254,Torrey Mitchell,"BUF, MTL",C,38,1985-01-30,Greenfield Park,QC,CAN,CAN,71,186,2004,S.J,4,28,126
255,Ryan Callahan,T.B,R,38,1985-03-21,Rochester,NY,USA,USA,70,187,2004,NYR,4,29,127
256,Kris Versteeg,CHI,R,37,1986-05-13,Lethbridge,AB,CAN,CAN,71,176,2004,BOS,5,5,134
257,Nikita Nikitin,EDM,D,37,1986-06-16,Omsk,,RUS,RUS,76,217,2004,STL,5,7,136
258,Mikhail Grabovski,NYI,C,39,1984-01-31,Potsdam,,DEU,BLR,71,186,2004,MTL,5,21,150
259,Mike Brown,S.J,R,38,1985-06-24,Chicago,IL,USA,USA,71,205,2004,VAN,5,30,159
260,Adam Pardy,WPG,D,39,1984-03-29,Bonavista,NL,CAN,CAN,76,227,2004,CGY,6,10,173
261,Patrick Kaleta,BUF,R,37,1986-06-08,Buffalo,NY,USA,USA,73,198,2004,BUF,6,13,176
262,Mike Santorelli,"NSH, TOR",C,38,1985-12-14,Vancouver,BC,CAN,CAN,72,189,2004,NSH,6,15,178
263,Roman Polak,TOR,D,37,1986-04-28,Ostrava,,CZE,CZE,74,240,2004,STL,6,17,180
264,Troy Brouwer,WSH,R,38,1985-08-17,Vancouver,BC,CAN,CAN,75,213,2004,CHI,7,21,214
265,Matt Hunwick,NYR,D,38,1985-05-21,Warren,MI,USA,USA,71,194,2004,BOS,7,31,224
266,Travis Morin,DAL,C,39,1984-01-09,Minneapolis,MN,USA,USA,73,200,2004,WSH,9,5,263
267,Daniel Winnik,"PIT, TOR",L,38,1985-03-06,Toronto,ON,CAN,CAN,74,210,2004,PHX,9,7,265
268,Grant Clitsome,WPG,D,38,1985-04-14,Gloucester,ON,CAN,CAN,71,211,2004,CBJ,9,13,271
269,Adam Cracknell,CBJ,R,38,1985-07-15,Prince Albert,SK,CAN,CAN,74,209,2004,CGY,9,21,279
270,Jannik Hansen,VAN,R,37,1986-03-15,Rødovre,,DNK,DNK,73,198,2004,VAN,9,29,287
271,Rene Bourque,"ANA, CBJ, MTL",R,42,1981-12-10,Lac La Biche,AB,CAN,CAN,74,217,-,-,-,-,-
272,Tim Sestito,N.J,L,39,1984-08-28,Rome,NY,USA,USA,71,195,-,-,-,-,-
273,Cody McLeod,COL,L,39,1984-06-26,Binscarth,MB,CAN,CAN,74,204,-,-,-,-,-
274,Mike Blunden,T.B,R,37,1986-12-15,Toronto,ON,CAN,CAN,76,217,2005,CHI,2,13,43
275,Mason Raymond,CGY,L,38,1985-09-17,Cochrane,AB,CAN,CAN,73,179,2005,VAN,2,21,51
276,Paul Stastny,STL,C,37,1985-12-27,Quebec City,QC,CAN,USA,72,193,2005,COL,2,14,44
277,Sidney Crosby,PIT,C,36,1987-08-07,Cole Harbour,NS,CAN,CAN,71,200,2005,PIT,1,1,1
278,Bobby Ryan,OTT,R,36,1987-03-17,Cherry Hill,NJ,USA,USA,74,208,2005,ANA,1,2,2
279,Jack Johnson,CBJ,D,36,1987-01-13,Indianapolis,IN,USA,USA,73,227,2005,CAR,1,3,3
280,Benoit Pouliot,EDM,L,37,1986-09-29,Alfred,ON,CAN,CAN,75,200,2005,MIN,1,4,4
281,Jack Skille,CBJ,R,36,1987-05-19,Madison,WI,USA,USA,73,216,2005,CHI,1,7,7
282,Devin Setoguchi,CGY,R,36,1987-01-01,Taber,AB,CAN,CAN,72,205,2005,S.J,1,8,8
283,Anze Kopitar,L.A,C,36,1987-08-24,Jesenice,,SVN,SVN,75,225,2005,L.A,1,11,11
284,Marc Staal,NYR,D,36,1987-01-13,Thunder Bay,ON,CAN,CAN,76,208,2005,NYR,1,12,12
285,Martin Hanzal,ARI,C,36,1987-02-20,Pisek,,CZE,CZE,78,230,2005,PHX,1,17,17
286,Jakub Kindl,DET,D,36,1987-02-10,Sumperk,,CZE,CZE,75,199,2005,DET,1,19,19
287,T.J. Oshie,STL,R,36,1986-12-23,Everett,WA,USA,USA,72,187,2005,STL,1,24,24
288,Andrew Cogliano,ANA,L,36,1987-06-14,Toronto,ON,CAN,CAN,70,179,2005,EDM,1,25,25
289,Matt Niskanen,WSH,D,37,1986-12-06,Virginia,MN,USA,USA,73,203,2005,DAL,1,28,28
290,Steve Downie,PIT,R,36,1987-04-03,Newmarket,ON,CAN,CAN,71,191,2005,PHI,1,29,29
291,James Neal,NSH,"L, R",36,1987-09-03,Whitby,ON,CAN,CAN,75,212,2005,DAL,2,3,33
292,Marc-Edouard Vlasic,S.J,D,36,1987-03-30,Montreal,QC,CAN,CAN,73,205,2005,S.J,2,5,35
293,Taylor Chorney,PIT,D,36,1987-04-27,Thunder Bay,ON,CAN,USA,72,193,2005,EDM,2,6,36
294,Justin Abdelkader,DET,L,36,1987-02-25,Muskegon,MI,USA,USA,74,213,2005,DET,2,12,42
295,Adam McQuaid,BOS,D,37,1986-10-12,Charlottetown,PE,CAN,CAN,76,210,2005,CBJ,2,25,55
296,Marc-Andre Cliche,COL,C,36,1987-03-23,Rouyn-Noranda,QC,CAN,CAN,72,202,2005,NYR,2,26,56
297,Kris Letang,PIT,D,36,1987-04-24,Montreal,QC,CAN,CAN,72,201,2005,PIT,3,1,62
298,Kris Russell,CGY,D,36,1987-05-02,Caroline,AB,CAN,CAN,70,170,2005,CBJ,3,6,67
299,Rich Clune,NSH,L,36,1987-04-25,Toronto,ON,CAN,CAN,70,207,2005,DAL,3,10,71
300,Keith Yandle,"ARI, NYR",D,37,1986-09-09,Boston,MA,USA,USA,73,192,2005,PHX,4,14,105
301,Cody Franson,"NSH, TOR",D,36,1987-08-08,Sicamous,BC,CAN,CAN,77,224,2005,NSH,3,18,79
302,Mark Fraser,N.J,D,37,1986-09-29,Ottawa,ON,CAN,CAN,76,220,2005,N.J,3,23,84
303,Chris Butler,STL,D,37,1986-10-27,St. Louis,MO,USA,USA,73,196,2005,BUF,4,5,96
304,Chris VandeVelde,PHI,C,36,1987-03-15,Moorhead,MN,USA,USA,74,190,2005,EDM,4,6,97
305,Jared Boll,CBJ,R,37,1986-05-13,Charlotte,NC,USA,USA,75,206,2005,CBJ,4,10,101
306,Blair Jones,PHI,C,37,1986-09-27,Central Butte,SK,CAN,CAN,74,216,2005,T.B,4,11,102
307,Niklas Hjalmarsson,CHI,D,36,1987-06-06,Eksjo,,SWE,SWE,75,197,2005,CHI,4,17,108
308,Darren Helm,DET,C,36,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,DET,5,7,132
309,Nathan Gerbe,CAR,C,36,1987-07-24,Oxford,MI,USA,USA,64,176,2005,BUF,5,17,142
310,Mark Fayne,EDM,D,36,1987-05-15,Nashua,NH,USA,USA,75,209,2005,N.J,5,30,155
311,Ryan Reaves,STL,R,36,1987-01-20,Winnipeg,MB,CAN,CAN,74,225,2005,STL,5,31,156
312,Brett Sutter,MIN,L,36,1987-06-02,Viking,AB,CAN,CAN,72,200,2005,CGY,6,17,179
313,Joe Vitale,ARI,C,38,1985-08-20,St. Louis,MO,USA,USA,71,205,2005,PIT,7,1,195
314,Colin Greening,OTT,C,37,1986-03-09,St. John's,NL,CAN,CAN,74,210,2005,OTT,7,10,204
315,Anton Stralman,T.B,D,37,1986-08-01,Tibro,,SWE,SWE,71,193,2005,TOR,7,22,216
316,Kyle Cumiskey,CHI,D,37,1986-12-02,Abbotsford,BC,CAN,CAN,71,180,2005,COL,7,28,222
317,Patric Hornqvist,PIT,R,36,1987-01-01,Sollentuna,,SWE,SWE,71,189,2005,NSH,7,36,230
318,Mike Angelidis,T.B,L,38,1985-06-27,Woodbridge,ON,CAN,CAN,73,214,-,-,-,-,-
319,Andrew Desjardins,"CHI, S.J",L,37,1986-07-27,Lively,ON,CAN,CAN,73,195,-,-,-,-,-
320,Dan Girardi,NYR,D,39,1984-04-29,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
321,David Desharnais,MTL,C,37,1986-09-14,Laurier-Station,QC,CAN,CAN,67,180,-,-,-,-,-
322,Bobby Robins,BOS,R,42,1981-10-17,Rhinelander,WI,USA,USA,73,220,-,-,-,-,-
323,Chris Conner,WSH,R,39,1983-12-23,Westland,MI,USA,USA,67,181,-,-,-,-,-
324,Andy Greene,N.J,D,41,1982-10-30,Trenton,MI,USA,USA,71,190,-,-,-,-,-
325,Peter Harrold,N.J,D,40,1983-06-08,Kirtland Hills,OH,USA,USA,71,180,-,-,-,-,-
326,Stephen Gionta,N.J,R,40,1983-10-09,Rochester,NY,USA,USA,67,177,-,-,-,-,-
327,Ryan Hamilton,EDM,L,38,1985-04-15,Oshawa,ON,CAN,CAN,74,219,-,-,-,-,-
328,Bryan Little,WPG,C,36,1987-11-12,Edmonton,AB,CAN,CAN,72,191,2006,ATL,1,12,12
329,Alex Biega,VAN,D,35,1988-04-04,Montreal,QC,CAN,CAN,70,195,2006,BUF,5,24,147
330,Brad Marchand,BOS,L,35,1988-05-11,Halifax,NS,CAN,CAN,69,176,2006,BOS,3,8,71
331,Nick Foligno,CBJ,L,36,1987-10-31,Buffalo,NY,USA,USA,72,210,2006,OTT,1,28,28
332,Mike Weber,BUF,D,35,1987-12-16,Pittsburgh,PA,USA,USA,74,188,2006,BUF,2,27,57
333,Derek Dorsett,VAN,R,36,1986-12-20,Kindersley,SK,CAN,CAN,72,192,2006,CBJ,7,6,189
334,Erik Johnson,COL,D,35,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,STL,1,1,1
335,Kyle Okposo,NYI,R,35,1988-04-16,St. Paul,MN,USA,USA,72,218,2006,NYI,1,7,7
336,Trevor Lewis,L.A,C,36,1987-01-08,Salt Lake City,UT,USA,USA,73,201,2006,L.A,1,17,17
337,Leo Komarov,TOR,C,36,1987-01-23,Narva,,EST,FIN,71,205,2006,TOR,6,27,180
338,Jamie McGinn,COL,L,35,1988-08-05,Fergus,ON,CAN,CAN,73,205,2006,S.J,2,6,36
339,Ryan White,PHI,C,35,1988-03-17,Brandon,MB,CAN,CAN,72,200,2006,MTL,3,3,66
340,Eric Gryba,OTT,D,35,1988-04-14,Saskatoon,SK,CAN,CAN,76,222,2006,OTT,3,5,68
341,Milan Lucic,BOS,L,35,1988-06-07,Vancouver,BC,CAN,CAN,75,240,2006,BOS,2,20,50
342,Jiri Tlusty,"CAR, WPG",L,35,1988-03-16,Slany,,CZE,CZE,72,205,2006,TOR,1,13,13
343,Chris Stewart,"BUF, MIN",R,36,1987-10-30,Toronto,ON,CAN,CAN,74,242,2006,COL,1,18,18
344,Matt Beleskey,ANA,L,35,1988-06-07,Windsor,ON,CAN,CAN,72,207,2006,ANA,4,19,112
345,Cal Clutterbuck,NYI,R,36,1987-11-18,Welland,ON,CAN,CAN,72,212,2006,MIN,3,9,72
346,Jeff Petry,"EDM, MTL",D,36,1987-12-09,Ann Arbor,MI,USA,USA,75,209,2006,EDM,2,15,45
347,Claude Giroux,PHI,C,35,1988-01-12,Hearst,ON,CAN,CAN,71,190,2006,PHI,1,22,22
348,Jesse Joensuu,EDM,L,36,1987-10-05,Pori,,FIN,FIN,76,213,2006,NYI,2,30,60
349,Jordan Staal,CAR,C,35,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,PIT,1,2,2
350,Patrik Berglund,STL,C,35,1988-06-02,Västerås,,SWE,SWE,76,215,2006,STL,1,25,25
351,James Sheppard,"NYR, S.J",C,35,1988-04-25,Halifax,NS,CAN,CAN,73,215,2006,MIN,1,9,9
352,Viktor Stalberg,NSH,L,37,1986-01-17,Gothenburg,,SWE,SWE,75,209,2006,TOR,6,8,161
353,Tom Sestito,VAN,L,36,1987-09-28,Rome,NY,USA,USA,77,228,2006,CBJ,3,22,85
354,Derick Brassard,NYR,C,36,1987-09-22,Hull,QC,CAN,CAN,73,200,2006,CBJ,1,6,6
355,Michael Grabner,NYI,R,36,1987-10-05,Villach,,AUT,AUT,73,188,2006,VAN,1,14,14
356,Phil Kessel,TOR,R,36,1987-10-02,Madison,WI,USA,USA,71,208,2006,BOS,1,5,5
357,Korbinian Holzer,TOR,D,35,1988-02-16,Munich,,DEU,DEU,75,213,2006,TOR,4,18,111
358,Nicklas Backstrom,WSH,C,36,1987-11-23,Gävle,,SWE,SWE,73,202,2006,WSH,1,4,4
359,Michael Frolik,WPG,R,35,1988-02-17,Kladno,,CZE,CZE,73,186,2006,FLA,1,10,10
360,Brian Strait,NYI,D,35,1988-01-04,Waltham,MA,USA,USA,73,188,2006,PIT,3,2,65
361,Jamie McBain,L.A,D,35,1988-02-25,Edina,MN,USA,USA,73,195,2006,CAR,2,33,63
362,Artem Anisimov,CBJ,C,35,1988-05-24,Yaroslavl,,RUS,RUS,76,199,2006,NYR,2,24,54
363,Shawn Matthias,VAN,L,35,1988-02-19,Mississauga,ON,CAN,CAN,76,231,2006,DET,2,17,47
364,Nikolay Kulemin,NYI,L,37,1986-07-14,Magnitogorsk,,RUS,RUS,73,228,2006,TOR,2,14,44
365,Andrew MacDonald,PHI,D,37,1986-09-07,Judique,NS,CAN,CAN,73,204,2006,NYI,6,7,160
366,Erik Condra,OTT,R,37,1986-08-06,Trenton,MI,USA,USA,71,185,2006,OTT,7,28,211
367,Chris Summers,"ARI, NYR",D,35,1988-02-05,Ann Arbor,MI,USA,USA,74,207,2006,PHX,1,29,29
368,Jonathan Toews,CHI,C,35,1988-04-29,Winnipeg,MB,CAN,CAN,74,201,2006,CHI,1,3,3
369,Mathieu Perreault,WPG,C,35,1988-01-05,Drummondville,QC,CAN,CAN,70,189,2006,WSH,6,24,177
370,Ryan Carter,MIN,L,40,1983-08-03,White Bear Lake,MN,USA,USA,73,205,-,-,-,-,-
371,Frédéric St-Denis,CBJ,D,37,1986-01-23,Greenfield Park,QC,CAN,CAN,71,192,-,-,-,-,-
372,Victor Bartley,NSH,D,35,1988-02-17,Ottawa,ON,CAN,CAN,72,217,-,-,-,-,-
373,David Schlemko,"ARI, CGY, DAL",D,36,1987-05-07,Edmonton,AB,CAN,CAN,73,191,-,-,-,-,-
374,Andrew Ebbett,PIT,C,40,1983-01-02,Vernon,BC,CAN,CAN,69,174,-,-,-,-,-
375,Ryan Wilson,COL,D,36,1987-02-03,Windsor,ON,CAN,CAN,73,210,-,-,-,-,-
376,John Scott,S.J,L,41,1982-09-26,Edmonton,AB,CAN,CAN,80,260,-,-,-,-,-
377,Steven Pinizzotto,EDM,R,39,1984-04-26,Mississauga,ON,CAN,CAN,73,205,-,-,-,-,-
378,Mark Letestu,CBJ,C,38,1985-02-04,Elk Point,AB,CAN,CAN,70,195,-,-,-,-,-
379,Joe Piskula,NSH,D,39,1984-07-05,Antigo,WI,USA,USA,75,205,-,-,-,-,-
380,Ben Lovejoy,"ANA, PIT",D,39,1984-02-20,Concord,NH,USA,USA,73,205,-,-,-,-,-
381,Trevor Smith,TOR,C,38,1985-02-08,Ottawa,ON,CAN,CAN,73,195,-,-,-,-,-
382,Teddy Purcell,EDM,L,38,1985-09-08,St. John's,NL,CAN,CAN,74,195,-,-,-,-,-
383,Rob Klinkhammer,"ARI, EDM, PIT",L,37,1986-08-12,Lethbridge,AB,CAN,CAN,75,214,-,-,-,-,-
384,Alex Killorn,T.B,L,34,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007,T.B,3,16,77
385,Luke Gazdic,EDM,L,34,1989-07-25,Toronto,ON,CAN,CAN,76,225,2007,DAL,6,21,172
386,Karl Alzner,WSH,D,35,1988-09-24,Burnaby,BC,CAN,CAN,75,213,2007,WSH,1,5,5
387,Justin Falk,"CBJ, MIN",D,35,1988-10-11,Snowflake,MB,CAN,CAN,77,223,2007,MIN,4,19,110
388,Jamie Benn,DAL,L,34,1989-07-18,Victoria,BC,CAN,CAN,74,205,2007,DAL,5,8,129
389,Steven Kampfer,FLA,D,35,1988-09-24,Ann Arbor,MI,USA,USA,71,198,2007,ANA,4,2,93
390,TJ Galiardi,WPG,L,35,1988-04-22,Calgary,AB,CAN,CAN,74,185,2007,COL,2,25,55
391,Paul Carey,COL,C,35,1988-09-24,Boston,MA,USA,USA,73,200,2007,COL,5,14,135
392,Nick Bonino,VAN,C,35,1988-04-20,Hartford,CT,USA,USA,73,195,2007,S.J,6,22,173
393,Ian Cole,"PIT, STL",D,34,1989-02-21,Ann Arbor,MI,USA,USA,73,225,2007,STL,1,18,18
394,Eric Tangradi,MTL,L,34,1989-02-10,Philadelphia,PA,USA,USA,76,226,2007,ANA,2,12,42
395,Justin Braun,S.J,D,36,1987-02-10,Minneapolis,MN,USA,USA,74,205,2007,S.J,7,20,201
396,Kevin Shattenkirk,STL,D,34,1989-01-29,New Rochelle,NY,USA,USA,72,212,2007,COL,1,14,14
397,Patrick Maroon,ANA,L,35,1988-04-23,St. Louis,MO,USA,USA,75,234,2007,PHI,6,10,161
398,James van Riemsdyk,TOR,L,34,1989-05-04,Middletown,NJ,USA,USA,75,208,2007,PHI,1,2,2
399,Paul Byron,CGY,L,34,1989-04-27,Ottawa,ON,CAN,CAN,69,164,2007,BUF,6,28,179
400,Sam Gagner,ARI,C,34,1989-08-10,London,ON,CAN,CAN,71,201,2007,EDM,1,6,6
401,Keith Aulie,EDM,D,34,1989-06-11,Rouleau,SK,CAN,CAN,78,222,2007,CGY,4,25,116
402,Chris Terry,CAR,L,34,1989-04-07,Brampton,ON,CAN,CAN,70,191,2007,CAR,5,11,132
403,Logan Couture,S.J,C,34,1989-03-28,Guelph,ON,CAN,CAN,73,206,2007,S.J,1,9,9
404,P.K. Subban,MTL,D,34,1989-05-13,Toronto,ON,CAN,CAN,72,210,2007,MTL,2,13,43
405,Anthony Peluso,WPG,R,34,1989-04-18,North York,ON,CAN,CAN,75,225,2007,STL,6,9,160
406,Riley Nash,CAR,C,34,1989-05-09,Consort,AB,CAN,CAN,74,188,2007,EDM,1,21,21
407,Thomas Hickey,NYI,D,34,1989-02-08,Calgary,AB,CAN,CAN,72,185,2007,L.A,1,4,4
408,Kyle Turris,OTT,C,34,1989-08-14,New Westminster,BC,CAN,CAN,73,190,2007,PHX,1,3,3
409,Paul Postma,WPG,D,34,1989-02-22,Red Deer,AB,CAN,CAN,75,195,2007,ATL,7,24,205
410,Brad Malone,CAR,C,34,1989-05-20,Miramichi,NB,CAN,CAN,74,217,2007,COL,4,14,105
411,Brendan Smith,DET,D,34,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,DET,1,27,27
412,Brandon Sutter,PIT,C,34,1989-02-14,Huntington,NY,USA,CAN,75,190,2007,CAR,1,11,11
413,Matt Halischuk,WPG,R,35,1988-06-01,Toronto,ON,CAN,CAN,72,180,2007,N.J,4,26,117
414,Dana Tyrell,CBJ,C,34,1989-04-23,Airdrie,AB,CAN,CAN,70,192,2007,T.B,2,17,47
415,Nick Spaling,PIT,C,35,1988-09-19,Palmerston,ON,CAN,CAN,73,198,2007,NSH,2,28,58
416,Colton Sceviour,DAL,C,34,1989-04-20,Red Deer,AB,CAN,CAN,72,190,2007,DAL,4,21,112
417,Dwight King,L.A,L,34,1989-07-05,Meadow Lake,SK,CAN,CAN,76,229,2007,L.A,4,18,109
418,David Perron,"EDM, PIT",L,35,1988-05-28,Sherbrooke,QC,CAN,CAN,73,196,2007,STL,1,26,26
419,TJ Brennan,TOR,D,34,1989-04-03,Willingboro,NJ,USA,USA,73,216,2007,BUF,2,1,31
420,Carl Gunnarsson,STL,D,37,1986-11-09,Orebro,,SWE,SWE,74,198,2007,TOR,7,13,194
421,Corey Tropp,CBJ,R,34,1989-07-25,Grosse Pointe Woods,MI,USA,USA,72,192,2007,BUF,3,28,89
422,Yannick Weber,VAN,D,35,1988-09-23,Morges,,CHE,CHE,71,200,2007,MTL,3,12,73
423,Brett Bellemore,CAR,D,35,1988-06-25,Windsor,ON,CAN,CAN,76,225,2007,CAR,6,11,162
424,Drayson Bowman,MTL,L,34,1989-03-08,Grand Rapids,MI,USA,USA,73,195,2007,CAR,3,11,72
425,Patrick Kane,CHI,R,35,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,CHI,1,1,1
426,Robert Bortuzzo,"PIT, STL",D,34,1989-03-18,Thunder Bay,ON,CAN,CAN,76,216,2007,PIT,3,17,78
427,Mikael Backlund,CGY,C,34,1989-03-17,Vasteras,,SWE,SWE,72,206,2007,CGY,1,24,24
428,Ryan McDonagh,NYR,D,34,1989-06-13,St. Paul,MN,USA,USA,73,215,2007,MTL,1,12,12
429,Max Pacioretty,MTL,L,35,1988-11-20,New Canaan,CT,USA,USA,74,217,2007,MTL,1,22,22
430,Jakub Voracek,PHI,R,34,1989-08-15,Kladno,,CZE,CZE,74,216,2007,CBJ,1,7,7
431,Jake Muzzin,L.A,D,34,1989-02-21,Woodstock,ON,CAN,CAN,75,227,2007,PIT,5,20,141
432,Jonathon Blum,MIN,D,34,1989-01-30,Long Beach,CA,USA,USA,73,188,2007,NSH,1,23,23
433,Alec Martinez,L.A,D,36,1987-07-26,Rochester Hills,MI,USA,USA,73,210,2007,L.A,4,4,95
434,Joakim Andersson,DET,C,34,1989-02-05,Munkedal,,SWE,SWE,74,211,2007,DET,3,27,88
435,Carl Hagelin,NYR,L,35,1988-08-23,Sodertalje,,SWE,SWE,72,183,2007,NYR,6,17,168
436,Keaton Ellerby,WPG,D,35,1988-11-05,Strathmore,AB,CAN,CAN,77,220,2007,FLA,1,10,10
437,Lars Eller,MTL,C,34,1989-05-08,Rodovre,,DNK,DNK,74,205,2007,STL,1,13,13
438,Wayne Simmonds,PHI,R,35,1988-08-26,Scarborough,ON,CAN,CAN,74,184,2007,L.A,2,31,61
439,Matt Frattin,TOR,R,35,1988-01-03,Edmonton,AB,CAN,CAN,72,205,2007,TOR,4,8,99
440,Nick Holden,COL,D,36,1987-05-15,St. Albert,AB,CAN,CAN,76,210,-,-,-,-,-
441,Jason Demers,"DAL, S.J",D,35,1988-06-09,Dorval,QC,CAN,CAN,73,195,2008,S.J,7,5,186
442,Micheal Haley,S.J,C,37,1986-03-30,Guelph,ON,CAN,CAN,71,213,-,-,-,-,-
443,Zack Smith,OTT,C,35,1988-04-05,Maple Creek,SK,CAN,CAN,74,208,2008,OTT,3,18,79
444,Jay Beagle,WSH,C,38,1985-10-16,Calgary,AB,CAN,CAN,75,210,-,-,-,-,-
445,Michael Kostka,NYR,D,38,1985-11-28,Etobicoke,ON,CAN,CAN,73,210,-,-,-,-,-
446,Bryan Lerg,S.J,C,37,1986-01-20,Livonia,MI,USA,USA,70,175,-,-,-,-,-
447,Jack Hillen,"CAR, WSH",D,37,1986-01-24,Minnetonka,MN,USA,USA,70,190,-,-,-,-,-
448,Jason Garrison,T.B,D,39,1984-11-13,White Rock,BC,CAN,CAN,73,218,-,-,-,-,-
449,Chris Mueller,NYR,C,37,1986-03-06,West Seneca,NY,USA,USA,71,196,-,-,-,-,-
450,Drew Doughty,L.A,D,34,1989-12-08,London,ON,CAN,CAN,73,210,2008,L.A,1,2,2
451,Steven Stamkos,T.B,C,33,1990-02-07,Markham,ON,CAN,CAN,72,182,2008,T.B,1,1,1
452,Alex Pietrangelo,STL,D,33,1990-01-18,King City,ON,CAN,CAN,75,215,2008,STL,1,4,4
453,Zach Bogosian,"BUF, WPG",D,33,1990-07-15,Massena,NY,USA,USA,74,222,2008,ATL,1,3,3
454,Luke Schenn,PHI,D,34,1989-11-02,Saskatoon,SK,CAN,CAN,74,225,2008,TOR,1,5,5
455,Colin Wilson,NSH,"C, L",34,1989-10-20,Greenwich,CT,USA,USA,73,215,2008,NSH,1,7,7
456,Cody Hodgson,BUF,C,33,1990-02-18,Toronto,ON,CAN,CAN,72,191,2008,VAN,1,10,10
457,Mikkel Boedker,ARI,L,33,1989-12-16,Brondby,,DNK,DNK,72,207,2008,PHX,1,8,8
458,Josh Bailey,NYI,R,34,1989-10-02,Bowmanville,ON,CAN,CAN,73,200,2008,NYI,1,9,9
459,Tyler Myers,"BUF, WPG",D,33,1990-02-01,Houston,TX,USA,CAN,80,229,2008,BUF,1,12,12
460,Zach Boychuk,CAR,L,34,1989-10-04,Airdrie,AB,CAN,CAN,70,185,2008,CAR,1,14,14
461,Joe Colborne,CGY,C,33,1990-01-30,Calgary,AB,CAN,CAN,77,221,2008,BOS,1,16,16
462,Erik Karlsson,OTT,D,33,1990-05-31,Landsbro,,SWE,SWE,72,190,2008,OTT,1,15,15
463,Luca Sbisa,VAN,D,33,1990-01-30,Ozieri,,ITA,CHE,74,206,2008,PHI,1,19,19
464,Jake Gardiner,TOR,D,33,1990-07-04,Minnetonka,MN,USA,USA,74,203,2008,ANA,1,17,17
465,Michael Del Zotto,PHI,D,33,1990-06-24,Stouffville,ON,CAN,CAN,72,195,2008,NYR,1,20,20
466,Jordan Eberle,EDM,"C, R",33,1990-05-15,Regina,SK,CAN,CAN,71,190,2008,EDM,1,22,22
467,Tyler Ennis,BUF,"C, L",34,1989-10-06,Edmonton,AB,CAN,CAN,69,160,2008,BUF,1,26,26
468,John Carlson,WSH,D,33,1990-01-10,Natick,MA,USA,USA,75,215,2008,WSH,1,27,27
469,Slava Voynov,L.A,D,33,1990-01-15,Chelyabinsk,,RUS,RUS,72,194,2008,L.A,2,2,32
470,Cody Goloubef,CBJ,D,34,1989-11-30,Mississauga,ON,CAN,CAN,73,190,2008,CBJ,2,7,37
