,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
237,Alex Lyon,PHI,G,31,1992-12-09,Baudette,MN,USA,USA,73,201,-,-,-,-,-
238,Dylan Ferguson,VGK,G,25,1998-09-20,Lantzville,BC,CAN,CAN,74,194,2017,DAL,7,8,194
239,Alexandar Georgiev,NYR,G,27,1996-02-10,Moscow,,RUS,RUS,73,178,-,-,-,-,-
240,Collin Delia,CHI,G,29,1994-06-20,Rancho Cucamonga,CA,USA,USA,74,208,-,-,-,-,-
241,Edward Pasquale,T.B,G,33,1990-11-20,Toronto,ON,CAN,CAN,74,215,2009,ATL,4,26,117
242,Cal Petersen,L.A,G,29,1994-10-19,Waterloo,IA,USA,USA,74,185,2013,BUF,5,8,129
243,Marcus Hogberg,OTT,G,29,1994-11-25,Orebro,,SWE,SWE,77,222,2013,OTT,3,17,78
244,Mackenzie Blackwood,N.J,G,27,1996-12-09,Thunder Bay,ON,CAN,CAN,76,225,2015,N.J,2,12,42
245,Sam Montembeault,FLA,G,27,1996-10-30,Bécancour,QC,CAN,CAN,75,214,2015,FLA,3,16,77
246,Joey Daccord,OTT,G,27,1996-08-19,Boston,MA,USA,USA,74,201,2015,OTT,7,18,199
247,Landon Bow,DAL,G,28,1995-08-24,,,,,76,220,-,-,-,-,-
248,Kevin Boyle,ANA,G,31,1992-05-30,Manalapan,NJ,USA,USA,73,201,-,-,-,-,-
249,Carter Hart,PHI,G,25,1998-08-13,Sherwood Park,AB,CAN,CAN,74,181,2016,PHI,2,18,48
250,Michael Dipietro,VAN,G,24,1999-06-09,Windsor,ON,CAN,CAN,72,200,2017,VAN,3,2,64
251,Hunter Miska,ARI,G,28,1995-07-07,North Branch,MN,USA,USA,73,175,-,-,-,-,-
252,Kaden Fulcher,DET,G,25,1998-09-23,Brigden,ON,CAN,,74,210,-,-,-,-,-
253,Pavel Francouz,COL,G,33,1990-06-03,Plzen,,CZE,CSK,72,179,-,-,-,-,-
254,Jonas Johansson,BUF,G,28,1995-09-19,Gävle,,SWE,SWE,77,220,2014,BUF,3,1,61
255,Elvis Merzlikins,CBJ,G,29,1994-04-13,Riga,,LVA,LVA,75,183,2014,CBJ,3,16,76
256,Kaapo Kahkonen,MIN,G,27,1996-08-16,Helsinki,,FIN,FIN,74,217,2014,MIN,4,19,109
257,Igor Shesterkin,NYR,G,27,1995-12-30,Moscow,,RUS,RUS,73,189,2014,NYR,4,28,118
258,Ilya Samsonov,WSH,G,26,1997-02-22,Magnitogorsk,,RUS,RUS,75,214,2015,WSH,1,22,22
259,David Ayres,CAR,G,-,-,-,-,-,-,-,-,-,-,-,-,-
260,Kasimir Kaskisuo,TOR,G,30,1993-10-02,Vantaa,,FIN,FIN,75,203,-,-,-,-,-
261,Adam Werner,COL,G,26,1997-05-02,Mariestad,,SWE,SWE,77,205,2016,COL,5,10,131
262,Cayden Primeau,MTL,G,24,1999-08-11,Farmington Hills,MI,USA,USA,74,199,2017,MTL,7,13,199
263,Matiss Kivlenieks,CBJ,G,27,1996-08-26,Riga,,LVA,USA,74,183,-,-,-,-,-
264,Gilles Senn,N.J,G,27,1996-03-01,Bülach,,CHE,CHE,77,191,2017,N.J,5,5,129
265,Michael Houser,BUF,G,31,1992-09-13,Youngstown,OH,USA,USA,73,185,-,-,-,-,-
266,Vitek Vanecek,WSH,G,27,1996-01-09,Havlickuv Brod,,CZE,CZE,74,184,2014,WSH,2,9,39
267,Ilya Sorokin,NYI,G,28,1995-08-04,Mezhdurechensk,,RUS,RUS,75,195,2014,NYI,3,18,78
268,Ville Husso,STL,G,28,1995-02-06,Helsinki,,FIN,FIN,75,200,2014,STL,4,4,94
269,Dan Vladar,BOS,G,26,1997-08-20,Prague,,CZE,CZE,77,209,2015,BOS,3,14,75
270,Filip Gustavsson,OTT,G,25,1998-06-07,Skellefteå,,SWE,SWE,74,184,2016,PIT,2,25,55
271,Stuart Skinner,EDM,G,25,1998-11-01,Edmonton,AB,CAN,CAN,76,206,2017,EDM,3,16,78
272,Jake Oettinger,DAL,G,24,1998-12-18,Lakeville,MN,USA,USA,77,220,2017,DAL,1,26,26
273,Ukko-Pekka Luukkonen,BUF,G,24,1999-03-09,Espoo,,FIN,FIN,77,217,2017,BUF,2,23,54
274,Jeremy Swayman,BOS,G,25,1998-11-24,Anchorage,AK,USA,USA,74,194,2017,BOS,4,18,111
275,Logan Thompson,VGK,G,26,1997-02-25,Calgary,AB,CAN,CAN,76,205,-,-,-,-,-
276,Josef Korenar,S.J,G,25,1998-01-31,Pelhrimov,,CZE,,73,185,-,-,-,-,-
277,Kevin Lankinen,CHI,G,28,1995-04-28,Helsinki,,FIN,FIN,74,190,-,-,-,-,-
278,Veini Vehvilainen,CBJ,G,26,1997-02-13,Jyväskylä,,FIN,FIN,72,181,2018,CBJ,6,18,173
279,Ivan Prosvetov,ARI,G,24,1999-03-05,Moscow,,RUS,RUS,77,195,2018,ARI,4,21,114
280,Artyom Zagidulin,CGY,G,28,1995-08-08,Magnitogorsk,,RUS,RUS,74,180,-,-,-,-,-
281,Spencer Knight,FLA,G,22,2001-04-19,Stamford,CT,USA,USA,75,192,2019,FLA,1,13,13
282,Alexei Melnichuk,S.J,G,25,1998-06-29,St. Petersburg,,RUS,RUS,74,201,-,-,-,-,-
283,Zach Fucale,WSH,G,28,1995-05-28,Laval,QC,CAN,CAN,74,189,2013,MTL,2,6,36
284,Felix Sandstrom,PHI,G,26,1997-01-12,Gävle,,SWE,SWE,74,191,2015,PHI,3,9,70
285,Karel Vejmelka,ARI,G,27,1996-05-25,Trebic,,CZE,CZE,76,224,2015,NSH,5,24,145
286,Erik Kallgren,TOR,G,27,1996-10-14,Stockholm,,SWE,SWE,75,200,2015,ARI,7,2,183
287,Adam Huska,NYR,G,26,1997-05-12,Slovakia,,SVK,SVK,76,214,2015,NYR,7,3,184
288,Michael McNiven,MTL,G,26,1997-07-09,Winnipeg,MB,CAN,CAN,73,199,-,-,-,-,-
289,Connor Ingram,NSH,G,26,1997-03-31,Saskatoon,SK,CAN,CAN,74,196,2016,T.B,3,27,88
290,Zach Sawchenko,S.J,G,25,1997-12-30,Calgary,AB,CAN,CAN,73,185,-,-,-,-,-
291,Joseph Woll,TOR,G,25,1998-07-12,Dardenne Prairie,MO,USA,USA,75,203,2016,TOR,3,1,62
292,Jack LaFontaine,CAR,G,25,1998-01-06,Mississauga,ON,CAN,CAN,74,204,2016,CAR,3,14,75
293,Daniil Tarasov,CBJ,G,24,1999-03-27,Novokuznetsk,,RUS,RUS,77,196,2017,CBJ,3,24,86
294,Thomas Hodges,ANA,G,30,1993-06-25,"Slough, GBR",,USA,,70,170,-,-,-,-,-
295,Lukas Dostal,ANA,G,23,2000-06-22,Brno,,CZE,CZE,74,174,2018,ANA,3,23,85
296,Joel Hofer,STL,G,23,2000-07-30,Winnipeg,MB,CAN,CAN,77,179,2018,STL,4,14,107
297,Justus Annunen,COL,G,23,2000-03-11,Kempele,,FIN,FIN,76,210,-,-,-,-,-
298,Akira Schmid,N.J,G,23,2000-05-12,Bern,,CHE,CHE,77,205,2018,N.J,5,12,136
299,Mads Sogaard,OTT,G,23,2000-12-13,Aalborg,,DNK,DNK,79,196,-,-,-,-,-
300,Hugo Alnefelt,T.B,G,22,2001-06-04,Danderyd,,SWE,SWE,74,177,2019,T.B,3,9,71
301,Pyotr Kochetkov,CAR,G,24,1999-06-25,Penza,,RUS,RUS,75,205,2019,CAR,2,5,36
302,Nico Daws,N.J,G,22,2000-12-22,Munich,,DEU,DEU,76,205,2020,N.J,3,22,84
303,Arvid Soderblom,CHI,G,24,1999-08-19,Göteborg,,SWE,SWE,75,180,-,-,-,-,-
304,Dylan Wells,CHI,G,25,1998-01-03,St. Catharines,ON,CAN,CAN,74,190,2016,EDM,5,2,123
305,Olle Eriksson Ek,ANA,G,24,1999-06-22,Karlstad,,SWE,SWE,75,189,2017,ANA,5,29,153
306,Eetu Makiniemi,S.J,G,24,1999-04-19,Vantaa,,FIN,FIN,74,184,2017,CAR,4,11,104
307,Jiri Patera,VGK,G,24,1999-02-24,,,CZE,CZE,74,209,2017,VGK,6,6,161
308,Kevin Mandolese,OTT,G,23,2000-08-22,Blainville,QC,CAN,CAN,76,180,2018,OTT,6,2,157
309,Samuel Ersson,PHI,G,24,1999-10-20,Falun,,SWE,SWE,74,176,2018,PHI,5,19,143
310,Arturs Silovs,VAN,G,22,2001-03-22,,,LVA,LVA,76,203,2019,VAN,6,1,156
311,Dustin Wolf,CGY,G,22,2001-04-16,Gilroy,CA,USA,USA,72,156,2019,CGY,7,28,214
312,Yaroslav Askarov,NSH,G,21,2002-06-16,Omsk,,RUS,RUS,75,178,2020,NSH,1,11,11
313,Devon Levi,BUF,G,21,2001-12-27,Dollard-des-Ormeaux,QC,CAN,CAN,72,184,2020,FLA,7,26,212
314,Leevi Merilainen,OTT,G,21,2002-08-13,Oulu,,FIN,FIN,74,158,-,-,-,-,-
315,Jet Greaves,CBJ,G,22,2001-03-30,Cambridge,ON,CAN,CAN,72,184,-,-,-,-,-
316,Matthew Berlin,EDM,G,-,-,-,-,-,-,-,-,-,-,-,-,-
317,Jett Alexander,TOR,G,-,-,-,-,-,-,-,-,-,-,-,-,-
318,Jaxson Stauber,CHI,G,24,1999-04-27,Wayzata,MN,USA,USA,75,174,-,-,-,-,-
